port,pkt_seq,flit,offer_ps,egress_ps,lat_ns
4,101,812c012,680001,688700,8.699000
4,101,0065362,680001,689591,9.590000
4,101,0065562,680001,690511,10.510000
4,101,0065762,680001,691418,11.417000
4,101,4065962,680001,692327,12.326000
4,68,812c010,725001,730213,5.212000
4,68,0044360,725001,731121,6.120000
4,68,0044560,725001,732025,7.024000
4,68,0044760,725001,732935,7.934000
4,68,4044960,725001,733836,8.835000
4,194,812c013,1332001,1335187,3.186000
4,194,00c2363,1332001,1336078,4.077000
4,194,00c2563,1332001,1336998,4.997000
4,194,00c2763,1332001,1337905,5.904000
4,194,40c2963,1332001,1338814,6.813000
4,182,812c011,3451001,3454048,3.047000
4,182,00b6361,3451001,3454968,3.967000
4,182,00b6561,3451001,3455846,4.845000
4,182,00b6761,3451001,3456782,5.781000
4,182,40b6961,3451001,3457649,6.648000
4,275,812c010,3535001,3543718,8.717000
4,275,0113360,3535001,3544584,9.583000
4,275,0113560,3535001,3545517,10.516000
4,275,0113760,3535001,3546385,11.384000
4,275,4113960,3535001,3547315,12.314000
4,311,812c010,3628001,3633175,5.174000
4,311,0137360,3628001,3634095,6.094000
4,311,0137560,3628001,3634973,6.972000
4,311,0137760,3628001,3635909,7.908000
4,311,4137960,3628001,3636776,8.775000
4,332,812c011,3653001,3658227,5.226000
4,332,014c361,3653001,3659093,6.092000
4,332,014c561,3653001,3660026,7.025000
4,332,014c761,3653001,3660894,7.893000
4,332,414c961,3653001,3661824,8.823000
5,101,812c012,680001,688700,8.699000
5,101,0065362,680001,689591,9.590000
5,101,0065562,680001,690511,10.510000
5,101,0065762,680001,691418,11.417000
5,101,4065962,680001,692327,12.326000
5,68,812c010,725001,730213,5.212000
5,68,0044360,725001,731121,6.120000
5,68,0044560,725001,732025,7.024000
5,68,0044760,725001,732935,7.934000
5,68,4044960,725001,733836,8.835000
5,194,812c013,1332001,1335187,3.186000
5,194,00c2363,1332001,1336078,4.077000
5,194,00c2563,1332001,1336998,4.997000
5,194,00c2763,1332001,1337905,5.904000
5,194,40c2963,1332001,1338814,6.813000
5,182,812c011,3451001,3454048,3.047000
5,182,00b6361,3451001,3454968,3.967000
5,182,00b6561,3451001,3455846,4.845000
5,182,00b6761,3451001,3456782,5.781000
5,182,40b6961,3451001,3457649,6.648000
5,275,812c010,3535001,3543718,8.717000
5,275,0113360,3535001,3544584,9.583000
5,275,0113560,3535001,3545517,10.516000
5,275,0113760,3535001,3546385,11.384000
5,275,4113960,3535001,3547315,12.314000
5,311,812c010,3628001,3633175,5.174000
5,311,0137360,3628001,3634095,6.094000
5,311,0137560,3628001,3634973,6.972000
5,311,0137760,3628001,3635909,7.908000
5,311,4137960,3628001,3636776,8.775000
5,332,812c011,3653001,3658227,5.226000
5,332,014c361,3653001,3659093,6.092000
5,332,014c561,3653001,3660026,7.025000
5,332,014c761,3653001,3660894,7.893000
5,332,414c961,3653001,3661824,8.823000
6,70,8324019,294001,299345,5.344000
6,70,0046361,294001,300211,6.210000
6,70,0046561,294001,301144,7.143000
6,70,0046761,294001,302012,8.011000
6,70,4046961,294001,302942,8.941000
6,101,812c012,680001,688675,8.674000
6,101,0065362,680001,689595,9.594000
6,101,0065562,680001,690473,10.472000
6,101,0065762,680001,691409,11.408000
6,101,4065962,680001,692276,12.275000
6,68,812c010,725001,730238,5.237000
6,68,0044360,725001,731104,6.103000
6,68,0044560,725001,732037,7.036000
6,68,0044760,725001,732905,7.904000
6,68,4044960,725001,733835,8.834000
6,241,832401b,1063001,1068318,5.317000
6,241,00f1363,1063001,1069226,6.225000
6,241,00f1563,1063001,1070130,7.129000
6,241,00f1763,1063001,1071040,8.039000
6,241,40f1963,1063001,1071941,8.940000
6,232,832401a,1113001,1120552,7.551000
6,232,00e8362,1113001,1121418,8.417000
6,232,00e8562,1113001,1122351,9.350000
6,232,00e8762,1113001,1123219,10.218000
6,232,40e8962,1113001,1124149,11.148000
6,194,812c013,1332001,1335169,3.168000
6,194,00c2363,1332001,1336089,4.088000
6,194,00c2563,1332001,1336967,4.966000
6,194,00c2763,1332001,1337903,5.902000
6,194,40c2963,1332001,1338770,6.769000
6,40,832401a,1456001,1461333,5.332000
6,40,0028362,1456001,1462224,6.223000
6,40,0028562,1456001,1463144,7.143000
6,40,0028762,1456001,1464051,8.050000
6,40,4028962,1456001,1464960,8.959000
6,385,832401b,1664001,1669345,5.344000
6,385,0181363,1664001,1670265,6.264000
6,385,0181563,1664001,1671143,7.142000
6,385,0181763,1664001,1672079,8.078000
6,385,4181963,1664001,1672946,8.945000
6,10,8324018,1993001,1996077,3.076000
6,10,000a360,1993001,1996943,3.942000
6,10,000a560,1993001,1997876,4.875000
6,10,000a760,1993001,1998744,5.743000
6,10,400a960,1993001,1999674,6.673000
6,250,832401a,2728001,2733202,5.201000
6,250,00fa362,2728001,2734122,6.121000
6,250,00fa562,2728001,2735000,6.999000
6,250,00fa762,2728001,2735936,7.935000
6,250,40fa962,2728001,2736803,8.802000
6,182,812c011,3451001,3454083,3.082000
6,182,00b6361,3451001,3454949,3.948000
6,182,00b6561,3451001,3455882,4.881000
6,182,00b6761,3451001,3456750,5.749000
6,182,40b6961,3451001,3457680,6.679000
6,275,812c010,3535001,3543688,8.687000
6,275,0113360,3535001,3544596,9.595000
6,275,0113560,3535001,3545500,10.499000
6,275,0113760,3535001,3546410,11.409000
6,275,4113960,3535001,3547311,12.310000
