scheme,fanout,load,offered_transactions,completed_transactions,useful_delivery_rate,mean_completion_latency,p95_completion_latency,p99_completion_latency,injected_flits,link_traversals,backlog,completed_count,trace_sha256,case
native,32,20,1.2894573963276252,1.2862337528368062,41.1594800907778,34.26784999999998,119.68399999999997,185.539,1996,27532,1,399,db2d8db572c02cf463309c5209ceaead4fad4e53a4e75bac1e0fce3e8ee831e4,MC-REGION-F32_n64_s202701_m20_PROP_temp64_top16
source_repeated_unicast,32,20,1.2894573963276252,1.2797864658551679,41.001521559727664,1070.3481075,1955.204,2258.983,63601,238184,3,397,db2d8db572c02cf463309c5209ceaead4fad4e53a4e75bac1e0fce3e8ee831e4,MC-REGION-F32_n64_s202701_m20_source_repeated_unicast_top16
