id,instance,site,edge,tdata_max_ns,tctrl_min_ns,rtm_pct,shortfall_ns,no_path,loop_cut,data_from,data_to,ctrl_from,ctrl_to,notes
CMR-RCU-01,routerL1_0_1/InputPortModules_1/RouteComputationUnit,bit3,rise,0.204011,0.884811,333.707,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_0_1/InputPortModules_1/RouteComputationUnit,bit3,fall,0.205642,0.886213,330.949,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_0_1/InputPortModules_2/RouteComputationUnit,bit0,rise,0.249816,0.884294,253.978,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_0_1/InputPortModules_2/RouteComputationUnit,bit0,fall,0.248433,0.885861,256.579,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_0_1/InputPortModules_2/RouteComputationUnit,bit1,rise,0.262969,0.884793,236.463,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_0_1/InputPortModules_2/RouteComputationUnit,bit1,fall,0.241837,0.886197,266.444,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_0_1/InputPortModules_2/RouteComputationUnit,bit2,rise,0.309218,0.884771,186.132,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_0_1/InputPortModules_2/RouteComputationUnit,bit2,fall,0.250539,0.886165,253.703,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_0_1/InputPortModules_2/RouteComputationUnit,bit3,rise,0.219070,0.884811,303.894,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_0_1/InputPortModules_2/RouteComputationUnit,bit3,fall,0.237022,0.886213,273.895,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_0_1/InputPortModules_3/RouteComputationUnit,bit0,rise,0.286127,0.884294,209.056,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_0_1/InputPortModules_3/RouteComputationUnit,bit0,fall,0.232006,0.885861,281.827,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_0_1/InputPortModules_3/RouteComputationUnit,bit1,rise,0.284267,0.884793,211.254,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_0_1/InputPortModules_3/RouteComputationUnit,bit1,fall,0.254920,0.886197,247.637,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_0_1/InputPortModules_3/RouteComputationUnit,bit2,rise,0.303697,0.884771,191.333,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_0_1/InputPortModules_3/RouteComputationUnit,bit2,fall,0.233988,0.886165,278.722,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_0_1/InputPortModules_3/RouteComputationUnit,bit3,rise,0.217100,0.884811,307.559,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_0_1/InputPortModules_3/RouteComputationUnit,bit3,fall,0.235694,0.886213,276.002,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_0_1/InputPortModules_4/RouteComputationUnit,bit0,rise,0.269439,0.884294,228.198,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_0_1/InputPortModules_4/RouteComputationUnit,bit0,fall,0.222914,0.885861,297.400,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_0_1/InputPortModules_4/RouteComputationUnit,bit1,rise,0.267475,0.884793,230.795,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_0_1/InputPortModules_4/RouteComputationUnit,bit1,fall,0.238065,0.886197,272.250,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_0_1/InputPortModules_4/RouteComputationUnit,bit2,rise,0.258134,0.884771,242.756,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_0_1/InputPortModules_4/RouteComputationUnit,bit2,fall,0.217832,0.886165,306.811,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_0_1/InputPortModules_4/RouteComputationUnit,bit3,rise,0.258134,0.884811,242.772,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_0_1/InputPortModules_4/RouteComputationUnit,bit3,fall,0.236353,0.886213,274.953,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_1_0/InputPortModules_0/RouteComputationUnit,bit0,rise,0.259811,0.884294,240.360,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_1_0/InputPortModules_0/RouteComputationUnit,bit0,fall,0.220252,0.885861,302.203,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_1_0/InputPortModules_0/RouteComputationUnit,bit1,rise,0.283910,0.884793,211.646,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_1_0/InputPortModules_0/RouteComputationUnit,bit1,fall,0.232128,0.886197,281.771,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_1_0/InputPortModules_0/RouteComputationUnit,bit2,rise,0.272239,0.884771,224.998,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_1_0/InputPortModules_0/RouteComputationUnit,bit2,fall,0.226190,0.886165,291.779,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_1_0/InputPortModules_0/RouteComputationUnit,bit3,rise,0.188279,0.884811,369.947,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_1_0/InputPortModules_0/RouteComputationUnit,bit3,fall,0.224197,0.886213,295.283,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_1_0/InputPortModules_1/RouteComputationUnit,bit0,rise,0.269077,0.884294,228.640,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_1_0/InputPortModules_1/RouteComputationUnit,bit0,fall,0.249024,0.885861,255.733,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
