id,instance,site,edge,tdata_max_ns,tctrl_min_ns,rtm_pct,shortfall_ns,no_path,loop_cut,data_from,data_to,ctrl_from,ctrl_to,notes
CMR-RCU-01,routerL1_0_1/InputPortModules_3/RouteComputationUnit,bit1,fall,0.269729,0.889072,229.617,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_0_1/InputPortModules_3/RouteComputationUnit,bit2,rise,0.306913,0.889300,189.756,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_0_1/InputPortModules_3/RouteComputationUnit,bit2,fall,0.248129,0.889040,258.297,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_0_1/InputPortModules_3/RouteComputationUnit,bit3,rise,0.219408,0.889340,305.336,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_0_1/InputPortModules_3/RouteComputationUnit,bit3,fall,0.249755,0.889088,255.984,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_0_1/InputPortModules_4/RouteComputationUnit,bit0,rise,0.269307,0.888822,230.040,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_0_1/InputPortModules_4/RouteComputationUnit,bit0,fall,0.225880,0.888736,293.455,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_0_1/InputPortModules_4/RouteComputationUnit,bit1,rise,0.267343,0.889321,232.652,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_0_1/InputPortModules_4/RouteComputationUnit,bit1,fall,0.240929,0.889072,269.018,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_0_1/InputPortModules_4/RouteComputationUnit,bit2,rise,0.258002,0.889300,244.687,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_0_1/InputPortModules_4/RouteComputationUnit,bit2,fall,0.220677,0.889040,302.869,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_0_1/InputPortModules_4/RouteComputationUnit,bit3,rise,0.258002,0.889340,244.703,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_0_1/InputPortModules_4/RouteComputationUnit,bit3,fall,0.239208,0.889088,271.680,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_1_0/InputPortModules_0/RouteComputationUnit,bit0,rise,0.262743,0.888822,238.286,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_1_0/InputPortModules_0/RouteComputationUnit,bit0,fall,0.220363,0.888736,303.305,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
CMR-RCU-01,routerL1_1_0/InputPortModules_0/RouteComputationUnit,bit1,rise,0.283999,0.889321,213.142,0.000000,0,disable AddressRegister LatchReg latch_cell (dest/req Q startpoints),destQ,RouteSelAnd.g/A1,reqQ,RouteSelAnd.g/Z,critical opening is Z rise with Mat already stable
