sources,packets_per_source,sent_flits,received_flits,parent_lanes,first_output_req_ps,last_output_req_ps,span_ns,throughput_mflit_s,throughput_gflit_s,failures
4,1000,20000,20000,4,211140,6874817,6663.677,3001.345954,3.001346,0
