kind,port,pkt_seq,flit,offer_ps,req_ps,ack_ps,egress_req_ps,capture_ps,matched
TX,0,26,8300300,41001,41051,41385,-1,-1,1
TX,0,26,001a340,41001,41635,42032,-1,-1,1
TX,0,26,001a540,41001,42282,42685,-1,-1,1
TX,0,26,001a740,41001,42935,43332,-1,-1,1
TX,0,26,401a940,41001,43582,46207,-1,-1,1
TX,0,671,8100100,71001,71051,71377,-1,-1,1
TX,0,671,029f340,71001,71627,72018,-1,-1,1
TX,0,671,029f540,71001,72268,72673,-1,-1,1
TX,0,671,029f740,71001,72923,73328,-1,-1,1
TX,0,671,429f940,71001,73578,77109,-1,-1,1
TX,0,1003,8708708,98001,98051,98385,-1,-1,1
TX,0,1003,03eb340,98001,98635,99032,-1,-1,1
TX,0,1003,03eb540,98001,99282,99685,-1,-1,1
TX,0,1003,03eb740,98001,99935,100332,-1,-1,1
TX,0,1003,43eb940,98001,100582,103166,-1,-1,1
TX,0,1118,8a18a18,122001,122051,122377,-1,-1,1
TX,0,1118,045e340,122001,122627,123018,-1,-1,1
TX,0,1118,045e540,122001,123268,123673,-1,-1,1
TX,0,1118,045e740,122001,123923,124328,-1,-1,1
TX,0,1118,445e940,122001,124578,127166,-1,-1,1
TX,0,1303,8328328,160001,160051,160385,-1,-1,1
TX,0,1303,0517340,160001,160635,161032,-1,-1,1
TX,0,1303,0517540,160001,161282,161685,-1,-1,1
TX,0,1303,0517740,160001,161935,162332,-1,-1,1
TX,0,1303,4517940,160001,162582,165166,-1,-1,1
TX,0,1479,8008008,193001,193051,193377,-1,-1,1
TX,0,1479,05c7340,193001,193627,194018,-1,-1,1
TX,0,1479,05c7540,193001,194268,194673,-1,-1,1
TX,0,1479,05c7740,193001,194923,195328,-1,-1,1
TX,0,1479,45c7940,193001,195578,198166,-1,-1,1
TX,0,1556,811c11c,221001,221051,221385,-1,-1,1
TX,0,1556,0614340,221001,221635,222032,-1,-1,1
TX,0,1556,0614540,221001,222282,222685,-1,-1,1
TX,0,1556,0614740,221001,222935,223332,-1,-1,1
TX,0,1556,4614940,221001,223582,226166,-1,-1,1
TX,0,1712,8404404,228001,228051,228377,-1,-1,1
TX,0,1712,06b0340,228001,228627,229018,-1,-1,1
TX,0,1712,06b0540,228001,229268,229673,-1,-1,1
TX,0,1712,06b0740,228001,229923,230328,-1,-1,1
TX,0,1712,46b0940,228001,230578,233166,-1,-1,1
TX,0,2236,8508508,322001,322051,322385,-1,-1,1
TX,0,2236,08bc340,322001,322635,323032,-1,-1,1
TX,0,2236,08bc540,322001,323282,323685,-1,-1,1
TX,0,2236,08bc740,322001,323935,324332,-1,-1,1
TX,0,2236,48bc940,322001,324582,327166,-1,-1,1
TX,0,2629,862c62c,454001,454051,454377,-1,-1,1
TX,0,2629,0a45340,454001,454627,455018,-1,-1,1
TX,0,2629,0a45540,454001,455268,455673,-1,-1,1
TX,0,2629,0a45740,454001,455923,456328,-1,-1,1
TX,0,2629,4a45940,454001,456578,459166,-1,-1,1
TX,0,2758,8004004,483001,483051,483385,-1,-1,1
TX,0,2758,0ac6340,483001,483635,484032,-1,-1,1
TX,0,2758,0ac6540,483001,484282,484685,-1,-1,1
TX,0,2758,0ac6740,483001,484935,485332,-1,-1,1
TX,0,2758,4ac6940,483001,485582,488166,-1,-1,1
TX,0,2800,8108108,531001,531051,531377,-1,-1,1
TX,0,2800,0af0340,531001,531627,532018,-1,-1,1
TX,0,2800,0af0540,531001,532268,532673,-1,-1,1
TX,0,2800,0af0740,531001,532923,533328,-1,-1,1
TX,0,2800,4af0940,531001,533578,536166,-1,-1,1
TX,0,2832,8014014,558001,558051,558385,-1,-1,1
TX,0,2832,0b10340,558001,558635,559032,-1,-1,1
TX,0,2832,0b10540,558001,559282,559685,-1,-1,1
TX,0,2832,0b10740,558001,559935,560332,-1,-1,1
TX,0,2832,4b10940,558001,560582,563166,-1,-1,1
TX,0,2837,8608608,573001,573051,573377,-1,-1,1
TX,0,2837,0b15340,573001,573627,574018,-1,-1,1
TX,0,2837,0b15540,573001,574268,574673,-1,-1,1
TX,0,2837,0b15740,573001,574923,575328,-1,-1,1
TX,0,2837,4b15940,573001,575578,578166,-1,-1,1
TX,0,3106,8518518,620001,620051,620385,-1,-1,1
TX,0,3106,0c22340,620001,620635,621032,-1,-1,1
TX,0,3106,0c22540,620001,621282,621685,-1,-1,1
TX,0,3106,0c22740,620001,621935,622332,-1,-1,1
TX,0,3106,4c22940,620001,622582,625166,-1,-1,1
TX,0,3228,8108108,736001,736051,736377,-1,-1,1
TX,0,3228,0c9c340,736001,736627,737018,-1,-1,1
TX,0,3228,0c9c540,736001,737268,737673,-1,-1,1
TX,0,3228,0c9c740,736001,737923,738328,-1,-1,1
TX,0,3228,4c9c940,736001,738578,741166,-1,-1,1
TX,0,3250,8204204,801001,801051,801385,-1,-1,1
TX,0,3250,0cb2340,801001,801635,802032,-1,-1,1
TX,0,3250,0cb2540,801001,802282,802685,-1,-1,1
TX,0,3250,0cb2740,801001,802935,803332,-1,-1,1
TX,0,3250,4cb2940,801001,803582,806166,-1,-1,1
TX,0,3445,860c60c,825001,825051,825377,-1,-1,1
TX,0,3445,0d75340,825001,825627,826018,-1,-1,1
TX,0,3445,0d75540,825001,826268,826673,-1,-1,1
TX,0,3445,0d75740,825001,826923,827328,-1,-1,1
