kind,port,pkt_seq,flit,offer_ps,req_ps,ack_ps,egress_req_ps,capture_ps,matched
TX,0,4096,8610610,102001,102051,102385,-1,-1,1
TX,0,4096,1000340,102001,102635,103032,-1,-1,1
TX,0,4096,1000540,102001,103282,103685,-1,-1,1
TX,0,4096,1000740,102001,103935,104332,-1,-1,1
TX,0,4096,5000940,102001,104582,109333,-1,-1,1
TX,0,4097,8614614,103001,109583,109909,-1,-1,1
TX,0,4097,1001340,103001,110159,110550,-1,-1,1
TX,0,4097,1001540,103001,110800,111205,-1,-1,1
TX,0,4097,1001740,103001,111455,111860,-1,-1,1
TX,0,4097,5001940,103001,112110,144676,-1,-1,1
TX,0,4098,8618618,104001,144926,145260,-1,-1,1
TX,0,4098,1002340,104001,145510,145907,-1,-1,1
TX,0,4098,1002540,104001,146157,146560,-1,-1,1
TX,0,4098,1002740,104001,146810,147207,-1,-1,1
TX,0,4098,5002940,104001,147457,197851,-1,-1,1
TX,0,4099,861c61c,105001,198101,198427,-1,-1,1
TX,0,4099,1003340,105001,198677,199068,-1,-1,1
TX,0,4099,1003540,105001,199318,199723,-1,-1,1
TX,0,4099,1003740,105001,199973,200378,-1,-1,1
TX,0,4099,5003940,105001,200628,204847,-1,-1,1
TX,0,4100,8710710,106001,205097,205431,-1,-1,1
TX,0,4100,1004340,106001,205681,206078,-1,-1,1
TX,0,4100,1004540,106001,206328,206731,-1,-1,1
TX,0,4100,1004740,106001,206981,207378,-1,-1,1
TX,0,4100,5004940,106001,207628,242576,-1,-1,1
TX,0,4101,8714714,107001,242826,243152,-1,-1,1
TX,0,4101,1005340,107001,243402,243793,-1,-1,1
TX,0,4101,1005540,107001,244043,244448,-1,-1,1
TX,0,4101,1005740,107001,244698,245103,-1,-1,1
TX,0,4101,5005940,107001,245353,249744,-1,-1,1
TX,0,4102,8718718,108001,249994,250328,-1,-1,1
TX,0,4102,1006340,108001,250578,250975,-1,-1,1
TX,0,4102,1006540,108001,251225,251628,-1,-1,1
TX,0,4102,1006740,108001,251878,252275,-1,-1,1
TX,0,4102,5006940,108001,252525,256719,-1,-1,1
TX,0,4103,871c71c,109001,256969,257294,-1,-1,1
TX,0,4103,1007340,109001,257544,257936,-1,-1,1
TX,0,4103,1007540,109001,258186,258590,-1,-1,1
TX,0,4103,1007740,109001,258840,259246,-1,-1,1
TX,0,4103,5007940,109001,259496,263704,-1,-1,1
TX,0,4104,8810810,110001,263954,264288,-1,-1,1
TX,0,4104,1008340,110001,264538,264935,-1,-1,1
TX,0,4104,1008540,110001,265185,265588,-1,-1,1
TX,0,4104,1008740,110001,265838,266235,-1,-1,1
TX,0,4104,5008940,110001,266485,285281,-1,-1,1
TX,0,4105,8814814,111001,285531,285857,-1,-1,1
TX,0,4105,1009340,111001,286107,286498,-1,-1,1
TX,0,4105,1009540,111001,286748,287153,-1,-1,1
TX,0,4105,1009740,111001,287403,287808,-1,-1,1
TX,0,4105,5009940,111001,288058,302140,-1,-1,1
TX,0,4106,8818818,112001,302390,302724,-1,-1,1
TX,0,4106,100a340,112001,302974,303371,-1,-1,1
TX,0,4106,100a540,112001,303621,304024,-1,-1,1
TX,0,4106,100a740,112001,304274,304671,-1,-1,1
TX,0,4106,500a940,112001,304921,337586,-1,-1,1
TX,0,4107,881c81c,113001,337836,338162,-1,-1,1
TX,0,4107,100b340,113001,338412,338803,-1,-1,1
TX,0,4107,100b540,113001,339053,339458,-1,-1,1
TX,0,4107,100b740,113001,339708,340113,-1,-1,1
TX,0,4107,500b940,113001,340363,394012,-1,-1,1
TX,0,4108,8910910,114001,394262,394596,-1,-1,1
