port,pkt_seq,flit,offer_ps,egress_ps,lat_ns
0,7,8000001,73001,76111,3.110000
0,7,0007341,73001,77002,4.001000
0,7,0007541,73001,77922,4.921000
0,7,0007741,73001,78829,5.828000
0,7,4007941,73001,79738,6.737000
0,1835,8000000,130001,138642,8.641000
0,1835,072b340,130001,139550,9.549000
0,1835,072b540,130001,140454,10.453000
0,1835,072b740,130001,141364,11.363000
0,1835,472b940,130001,142265,12.264000
0,2608,8000003,233001,253823,20.822000
0,2608,0a30343,233001,254714,21.713000
0,2608,0a30543,233001,255634,22.633000
0,2608,0a30743,233001,256541,23.540000
0,2608,4a30943,233001,257450,24.449000
0,1117,8000002,314001,332046,18.045000
0,1117,045d342,314001,332954,18.953000
0,1117,045d542,314001,333858,19.857000
0,1117,045d742,314001,334768,20.767000
0,1117,445d942,314001,335669,21.668000
0,1750,8000000,378001,383153,5.152000
0,1750,06d6340,378001,383979,5.978000
0,1750,06d6540,378001,384872,6.871000
0,1750,06d6740,378001,385700,7.699000
0,1750,46d6940,378001,386590,8.589000
0,2610,8000000,402001,405063,3.062000
0,2610,0a32340,402001,405944,3.943000
0,2610,0a32540,402001,406874,4.873000
0,2610,0a32740,402001,407757,5.756000
0,2610,4a32940,402001,408684,6.683000
0,1409,8000000,386001,422410,36.409000
0,1409,0581340,386001,423327,37.326000
0,1409,0581540,386001,424220,38.219000
0,1409,0581740,386001,425153,39.152000
0,1409,4581940,386001,426035,40.034000
0,2332,8000002,413001,428193,15.192000
0,2332,091c342,413001,429074,16.073000
0,2332,091c542,413001,430004,17.003000
0,2332,091c742,413001,430887,17.886000
0,2332,491c942,413001,431814,18.813000
0,1831,8000002,447001,452184,5.183000
0,1831,0727342,447001,453048,6.047000
0,1831,0727542,447001,453889,6.888000
0,1831,0727742,447001,454769,7.768000
0,1831,4727942,447001,455599,8.598000
0,4790,8000002,475001,478162,3.161000
0,4790,12b6342,475001,478991,3.990000
0,4790,12b6542,475001,479868,4.867000
0,4790,12b6742,475001,480699,5.698000
0,4790,52b6942,475001,481652,6.651000
0,3968,8000001,513001,518333,5.332000
