port,pkt_seq,flit,offer_ps,egress_ps,lat_ns
0,661,8000003,176001,180504,4.503000
0,661,0295343,176001,181296,5.295000
0,661,0295543,176001,182155,6.154000
0,661,0295743,176001,182949,6.948000
0,661,4295943,176001,183805,7.804000
0,1640,8000003,325001,342643,17.642000
0,1640,0668343,325001,343489,18.488000
0,1640,0668543,325001,344293,19.292000
0,1640,0668743,325001,345155,20.154000
0,1640,4668943,325001,345948,20.947000
0,1096,8000002,313001,348165,35.164000
0,1096,0448342,313001,348957,35.956000
0,1096,0448542,313001,349816,36.815000
0,1096,0448742,313001,350610,37.609000
0,1096,4448942,313001,351466,38.465000
0,2510,8000003,218001,359177,141.176000
0,2510,09ce343,218001,360023,142.022000
0,2510,09ce543,218001,360827,142.826000
0,2510,09ce743,218001,361689,143.688000
0,2510,49ce943,218001,362482,144.481000
0,2367,8000001,359001,375859,16.858000
0,2367,093f341,359001,376651,17.650000
0,2367,093f541,359001,377510,18.509000
0,2367,093f741,359001,378304,19.303000
0,2367,493f941,359001,379160,20.159000
0,1333,8000001,391001,410161,19.160000
0,1333,0535341,391001,411007,20.006000
0,1333,0535541,391001,411811,20.810000
0,1333,0535741,391001,412673,21.672000
0,1333,4535941,391001,413466,22.465000
0,2628,8000001,399001,422489,23.488000
0,2628,0a44341,399001,423281,24.280000
0,2628,0a44541,399001,424140,25.139000
0,2628,0a44741,399001,424934,25.933000
0,2628,4a44941,399001,425790,26.789000
0,5800,8000002,513001,554450,41.449000
0,5800,16a8342,513001,555296,42.295000
0,5800,16a8542,513001,556100,43.099000
0,5800,16a8742,513001,556962,43.961000
0,5800,56a8942,513001,557755,44.754000
0,2867,8000000,565001,581698,16.697000
0,2867,0b33340,565001,582490,17.489000
0,2867,0b33540,565001,583349,18.348000
0,2867,0b33740,565001,584143,19.142000
0,2867,4b33940,565001,584999,19.998000
0,4385,8000001,648001,650627,2.626000
0,4385,1121341,648001,651473,3.472000
0,4385,1121541,648001,652277,4.276000
0,4385,1121741,648001,653139,5.138000
0,4385,5121941,648001,653932,5.931000
0,7002,8000002,634001,672205,38.204000
0,7002,1b5a342,634001,672997,38.996000
0,7002,1b5a542,634001,673856,39.855000
0,7002,1b5a742,634001,674650,40.649000
0,7002,5b5a942,634001,675506,41.505000
0,4276,8000003,659001,683018,24.017000
0,4276,10b4343,659001,683864,24.863000
0,4276,10b4543,659001,684668,25.667000
0,4276,10b4743,659001,685530,26.529000
0,4276,50b4943,659001,686323,27.322000
0,5076,8000001,659001,699689,40.688000
0,5076,13d4341,659001,700481,41.480000
0,5076,13d4541,659001,701340,42.339000
0,5076,13d4741,659001,702134,43.133000
0,5076,53d4941,659001,702990,43.989000
0,4162,8000000,672001,710658,38.657000
0,4162,1042340,672001,711504,39.503000
0,4162,1042540,672001,712308,40.307000
0,4162,1042740,672001,713170,41.169000
0,4162,5042940,672001,713963,41.962000
0,4122,8000001,697001,721682,24.681000
0,4122,101a341,697001,722474,25.473000
0,4122,101a541,697001,723333,26.332000
0,4122,101a741,697001,724127,27.126000
0,4122,501a941,697001,724983,27.982000
0,4466,8000001,821001,832118,11.117000
0,4466,1172341,821001,832964,11.963000
0,4466,1172541,821001,833768,12.767000
0,4466,1172741,821001,834630,13.629000
0,4466,5172941,821001,835423,14.422000
0,3199,8000002,871001,885211,14.210000
0,3199,0c7f342,871001,886003,15.002000
0,3199,0c7f542,871001,886862,15.861000
0,3199,0c7f742,871001,887656,16.655000
0,3199,4c7f942,871001,888512,17.511000
0,5053,8000000,926001,932972,6.971000
0,5053,13bd340,926001,933818,7.817000
0,5053,13bd540,926001,934622,8.621000
0,5053,13bd740,926001,935484,9.483000
0,5053,53bd940,926001,936277,10.276000
0,5838,8000003,762001,940623,178.622000
0,5838,16ce343,762001,941415,179.414000
0,5838,16ce543,762001,942274,180.273000
0,5838,16ce743,762001,943068,181.067000
0,5838,56ce943,762001,943924,181.923000
0,5151,8000000,947001,956978,9.977000
0,5151,141f340,947001,957824,10.823000
0,5151,141f540,947001,958628,11.627000
0,5151,141f740,947001,959490,12.489000
0,5151,541f940,947001,960283,13.282000
0,4946,8000002,914001,1009730,95.729000
0,4946,1352342,914001,1010522,96.521000
0,4946,1352542,914001,1011381,97.380000
0,4946,1352742,914001,1012175,98.174000
0,4946,5352942,914001,1013031,99.030000
0,7984,8000003,1060001,1111202,51.201000
0,7984,1f30343,1060001,1112048,52.047000
0,7984,1f30543,1060001,1112852,52.851000
0,7984,1f30743,1060001,1113714,53.713000
0,7984,5f30943,1060001,1114507,54.506000
0,10225,8000001,1115001,1128092,13.091000
0,10225,27f1341,1115001,1128884,13.883000
0,10225,27f1541,1115001,1129743,14.742000
0,10225,27f1741,1115001,1130537,15.536000
0,10225,67f1941,1115001,1131393,16.392000
0,6466,8000000,926001,1139062,213.061000
0,6466,1942340,926001,1139908,213.907000
0,6466,1942540,926001,1140712,214.711000
0,6466,1942740,926001,1141574,215.573000
0,6466,5942940,926001,1142367,216.366000
0,9575,8000002,1126001,1150026,24.025000
0,9575,2567342,1126001,1150818,24.817000
0,9575,2567542,1126001,1151677,25.676000
0,9575,2567742,1126001,1152471,26.470000
0,9575,6567942,1126001,1153327,27.326000
0,4019,8000000,1163001,1185167,22.166000
0,4019,0fb3340,1163001,1186013,23.012000
0,4019,0fb3540,1163001,1186817,23.816000
0,4019,0fb3740,1163001,1187679,24.678000
0,4019,4fb3940,1163001,1188472,25.471000
0,8954,8000003,1174001,1261413,87.412000
0,8954,22fa343,1174001,1262205,88.204000
0,8954,22fa543,1174001,1263064,89.063000
0,8954,22fa743,1174001,1263858,89.857000
0,8954,62fa943,1174001,1264714,90.713000
0,8735,8000001,1326001,1354706,28.705000
0,8735,221f341,1326001,1355552,29.551000
0,8735,221f541,1326001,1356356,30.355000
0,8735,221f741,1326001,1357218,31.217000
0,8735,621f941,1326001,1358011,32.010000
0,8903,8000001,1358001,1390251,32.250000
0,8903,22c7341,1358001,1391043,33.042000
0,8903,22c7541,1358001,1391902,33.901000
0,8903,22c7741,1358001,1392696,34.695000
0,8903,62c7941,1358001,1393552,35.551000
0,8796,8000002,1398001,1421274,23.273000
0,8796,225c342,1398001,1422120,24.119000
0,8796,225c542,1398001,1422924,24.923000
0,8796,225c742,1398001,1423786,25.785000
0,8796,625c942,1398001,1424579,26.578000
0,9904,8000001,1422001,1440252,18.251000
0,9904,26b0341,1422001,1441044,19.043000
0,9904,26b0541,1422001,1441903,19.902000
