port,pkt_seq,flit,offer_ps,egress_ps,lat_ns
4,1616,8010012,680001,701642,21.641000
4,1616,0650342,680001,702508,22.507000
4,1616,0650542,680001,703441,23.440000
4,1616,0650742,680001,704309,24.308000
4,1616,4650942,680001,705239,25.238000
4,1088,8010010,725001,730166,5.165000
4,1088,0440340,725001,731074,6.073000
4,1088,0440540,725001,731978,6.977000
4,1088,0440740,725001,732888,7.887000
4,1088,4440940,725001,733789,8.788000
4,3104,8010013,1332001,1347298,15.297000
4,3104,0c20343,1332001,1348164,16.163000
4,3104,0c20543,1332001,1349097,17.096000
4,3104,0c20743,1332001,1349965,17.964000
4,3104,4c20943,1332001,1350895,18.894000
4,2912,8010011,3451001,3454090,3.089000
4,2912,0b60341,3451001,3454998,3.997000
4,2912,0b60541,3451001,3455902,4.901000
4,2912,0b60741,3451001,3456812,5.811000
4,2912,4b60941,3451001,3457713,6.712000
4,4400,8010010,3535001,3575252,40.251000
4,4400,1130340,3535001,3576118,41.117000
4,4400,1130540,3535001,3577051,42.050000
4,4400,1130740,3535001,3577919,42.918000
4,4400,5130940,3535001,3578849,43.848000
4,4976,8010010,3628001,3635591,7.590000
4,4976,1370340,3628001,3636511,8.510000
4,4976,1370540,3628001,3637389,9.388000
4,4976,1370740,3628001,3638325,10.324000
4,4976,5370940,3628001,3639192,11.191000
4,5312,8010011,3653001,3658234,5.233000
4,5312,14c0341,3653001,3659060,6.059000
4,5312,14c0541,3653001,3659953,6.952000
4,5312,14c0741,3653001,3660781,7.780000
4,5312,54c0941,3653001,3661671,8.670000
5,1617,8014016,681001,708696,27.695000
5,1617,0651342,681001,709587,28.586000
5,1617,0651542,681001,710507,29.506000
5,1617,0651742,681001,711414,30.413000
5,1617,4651942,681001,712323,31.322000
5,1089,8014014,726001,737185,11.184000
5,1089,0441340,726001,738105,12.104000
5,1089,0441540,726001,738983,12.982000
5,1089,0441740,726001,739919,13.918000
5,1089,4441940,726001,740786,14.785000
5,3105,8014017,1333001,1354163,21.162000
5,3105,0c21343,1333001,1355054,22.053000
5,3105,0c21543,1333001,1355974,22.973000
5,3105,0c21743,1333001,1356881,23.880000
5,3105,4c21943,1333001,1357790,24.789000
5,2913,8014015,3452001,3460988,8.987000
5,2913,0b61341,3452001,3461908,9.907000
5,2913,0b61541,3452001,3462786,10.785000
5,2913,0b61741,3452001,3463722,11.721000
5,2913,4b61941,3452001,3464589,12.588000
5,4401,8014014,3536001,3581069,45.068000
5,4401,1131340,3536001,3581960,45.959000
5,4401,1131540,3536001,3582880,46.879000
5,4401,1131740,3536001,3583787,47.786000
5,4401,5131940,3536001,3584696,48.695000
5,4977,8014014,3629001,3647276,18.275000
5,4977,1371340,3629001,3648196,19.195000
5,4977,1371540,3629001,3649074,20.073000
5,4977,1371740,3629001,3650010,21.009000
5,4977,5371940,3629001,3650877,21.876000
5,5313,8014015,3654001,3665174,11.173000
5,5313,14c1341,3654001,3666025,12.024000
5,5313,14c1541,3654001,3666905,12.904000
5,5313,14c1741,3654001,3667772,13.771000
5,5313,54c1941,3654001,3668641,14.640000
6,1120,8018019,294001,304868,10.867000
6,1120,0460341,294001,305734,11.733000
6,1120,0460541,294001,306667,12.666000
6,1120,0460741,294001,307535,13.534000
6,1120,4460941,294001,308465,14.464000
6,1618,801801a,682001,715786,33.785000
6,1618,0652342,682001,716694,34.693000
6,1618,0652542,682001,717598,35.597000
6,1618,0652742,682001,718508,36.507000
6,1618,4652942,682001,719409,37.408000
6,1090,8018018,727001,744255,17.254000
6,1090,0442340,727001,745121,18.120000
6,1090,0442540,727001,746054,19.053000
6,1090,0442740,727001,746922,19.921000
6,1090,4442940,727001,747852,20.851000
6,3856,801801b,1063001,1069516,6.515000
6,3856,0f10343,1063001,1070424,7.423000
6,3856,0f10543,1063001,1071328,8.327000
6,3856,0f10743,1063001,1072238,9.237000
6,3856,4f10943,1063001,1073139,10.138000
