port,pkt_seq,flit,offer_ps,egress_ps,lat_ns
4,2768,8010011,160001,273046,113.045000
4,2768,0ad0341,160001,273912,113.911000
4,2768,0ad0541,160001,274845,114.844000
4,2768,0ad0741,160001,275713,115.712000
4,2768,4ad0941,160001,276643,116.642000
4,2576,8010012,308001,316504,8.503000
4,2576,0a10342,308001,317333,9.332000
4,2576,0a10542,308001,318210,10.209000
4,2576,0a10742,308001,319041,11.040000
4,2576,4a10942,308001,319915,11.914000
4,1376,8010012,362001,367414,5.413000
4,1376,0560342,362001,368290,6.289000
4,1376,0560542,362001,369233,7.232000
4,1376,0560742,362001,370111,8.110000
4,1376,4560942,362001,371051,9.050000
4,4688,8010010,861001,866305,5.304000
4,4688,1250340,861001,867228,6.227000
4,4688,1250540,861001,868143,7.142000
4,4688,1250740,861001,869068,8.067000
4,4688,5250940,861001,869980,8.979000
4,2912,8010010,813001,871051,58.050000
4,2912,0b60340,813001,871915,58.914000
4,2912,0b60540,813001,872756,59.755000
4,2912,0b60740,813001,873636,60.635000
4,2912,4b60940,813001,874466,61.465000
4,5120,8010012,708001,957379,249.378000
4,5120,1400342,708001,958259,250.258000
4,5120,1400542,708001,959192,251.191000
4,5120,1400742,708001,960074,252.073000
4,5120,5400942,708001,961004,253.003000
5,2769,8014015,161001,280100,119.099000
5,2769,0ad1341,161001,280991,119.990000
5,2769,0ad1541,161001,281911,120.910000
5,2769,0ad1741,161001,282818,121.817000
5,2769,4ad1941,161001,283727,122.726000
5,2577,8014016,309001,328753,19.752000
5,2577,0a11342,309001,329607,20.606000
5,2577,0a11542,309001,330471,21.470000
5,2577,0a11742,309001,331341,22.340000
5,2577,4a11942,309001,332194,23.193000
5,1377,8014016,363001,408515,45.514000
5,1377,0561342,363001,409367,46.366000
5,1377,0561542,363001,410234,47.233000
5,1377,0561742,363001,411088,48.087000
5,1377,4561942,363001,411952,48.951000
5,2913,8014014,814001,876597,62.596000
5,2913,0b61340,814001,877426,63.425000
5,2913,0b61540,814001,878303,64.302000
5,2913,0b61740,814001,879134,65.133000
5,2913,4b61940,814001,880008,66.007000
5,4689,8014014,862001,881220,19.219000
5,4689,1251340,862001,882137,20.136000
5,4689,1251540,862001,883030,21.029000
5,4689,1251740,862001,883963,21.962000
5,4689,5251940,862001,884845,22.844000
5,5121,8014016,709001,1046511,337.510000
5,5121,1401342,709001,1047416,338.415000
5,5121,1401542,709001,1048334,339.333000
5,5121,1401742,709001,1049256,340.255000
5,5121,5401942,709001,1050162,341.161000
6,1408,8018019,52001,62857,10.856000
6,1408,0580341,52001,63683,11.682000
6,1408,0580541,52001,64576,12.575000
6,1408,0580741,52001,65404,13.403000
6,1408,4580941,52001,66294,14.293000
6,1744,801801a,56001,67516,11.515000
6,1744,06d0342,56001,68422,12.421000
6,1744,06d0542,56001,69339,13.338000
6,1744,06d0742,56001,70261,14.260000
6,1744,46d0942,56001,71167,15.166000
6,2752,801801a,61001,80242,19.241000
6,2752,0ac0342,61001,81159,20.158000
6,2752,0ac0542,61001,82052,21.051000
6,2752,0ac0742,61001,82985,21.984000
6,2752,4ac0942,61001,83867,22.866000
6,5680,8018018,175001,194898,19.897000
6,5680,1630340,175001,195804,20.803000
6,5680,1630540,175001,196721,21.720000
6,5680,1630740,175001,197643,22.642000
6,5680,5630940,175001,198549,23.548000
6,2770,8018019,162001,288368,126.367000
6,2770,0ad2341,162001,289220,127.219000
6,2770,0ad2541,162001,290087,128.086000
6,2770,0ad2741,162001,290941,128.940000
6,2770,4ad2941,162001,291805,129.804000
6,3088,801801b,325001,330336,5.335000
6,3088,0c10343,325001,331220,6.219000
6,3088,0c10543,325001,332155,7.154000
6,3088,0c10743,325001,333041,8.040000
6,3088,4c10943,325001,333973,8.972000
6,2578,801801a,310001,342455,32.454000
6,2578,0a12342,310001,343281,33.280000
6,2578,0a12542,310001,344174,34.173000
6,2578,0a12742,310001,345002,35.001000
6,2578,4a12942,310001,345892,35.891000
6,1378,801801a,364001,420230,56.229000
6,1378,0562342,364001,421098,57.097000
6,1378,0562542,364001,421962,57.961000
6,1378,0562742,364001,422832,58.831000
6,1378,4562942,364001,423693,59.692000
6,5008,8018018,693001,698254,5.253000
6,5008,1390340,693001,699176,6.175000
6,5008,1390540,693001,700072,7.071000
6,5008,1390740,693001,701010,8.009000
6,5008,5390940,693001,701895,8.894000
6,2914,8018018,815001,882278,67.277000
6,2914,0b62340,815001,883107,68.106000
6,2914,0b62540,815001,883984,68.983000
6,2914,0b62740,815001,884815,69.814000
6,2914,4b62940,815001,885689,70.688000
6,4690,8018018,863001,897096,34.095000
6,4690,1252340,863001,898001,35.000000
6,4690,1252540,863001,898920,35.919000
6,4690,1252740,863001,899827,36.826000
6,4690,5252940,863001,900743,37.742000
6,4912,801801a,648001,978417,330.416000
6,4912,1330342,648001,979323,331.322000
6,4912,1330542,648001,980240,332.239000
6,4912,1330742,648001,981162,333.161000
6,4912,5330942,648001,982068,334.067000
6,5122,801801a,710001,995681,285.680000
6,5122,1402342,710001,996545,286.544000
6,5122,1402542,710001,997386,287.385000
6,5122,1402742,710001,998266,288.265000
6,5122,5402942,710001,999096,289.095000
7,1440,801c01e,30001,33190,3.189000
7,1440,05a0342,30001,34056,4.055000
7,1440,05a0542,30001,34989,4.988000
7,1440,05a0742,30001,35857,5.856000
7,1440,45a0942,30001,36787,6.786000
7,2160,801c01c,33001,41775,8.774000
7,2160,0870340,33001,42604,9.603000
7,2160,0870540,33001,43481,10.480000
7,2160,0870740,33001,44312,11.311000
7,2160,4870940,33001,45186,12.185000
7,4992,801c01d,51001,59776,8.775000
7,4992,1380341,51001,60681,9.680000
7,4992,1380541,51001,61600,10.599000
7,4992,1380741,51001,62507,11.506000
7,4992,5380941,51001,63423,12.422000
7,1409,801c01d,53001,69881,16.880000
7,1409,0581341,53001,70761,17.760000
7,1409,0581541,53001,71599,18.598000
7,1409,0581741,53001,72495,19.494000
7,1409,4581941,53001,73322,20.321000
7,1745,801c01e,57001,74547,17.546000
7,1745,06d1342,57001,75413,18.412000
7,1745,06d1542,57001,76346,19.345000
7,1745,06d1742,57001,77214,20.213000
7,1745,46d1942,57001,78144,21.143000
7,3648,801c01e,82001,82935,0.934000
7,3648,0e40342,82001,83770,1.769000
7,3648,0e40542,82001,84650,2.649000
7,3648,0e40742,82001,85487,3.486000
7,3648,4e40942,82001,86364,4.363000
7,2753,801c01e,62001,87351,25.350000
7,2753,0ac1342,62001,88173,26.172000
7,2753,0ac1542,62001,89072,27.071000
7,2753,0ac1742,62001,89896,27.895000
7,2753,4ac1942,62001,90792,28.791000
7,2640,801c01f,67001,91996,24.995000
7,2640,0a50343,67001,92923,25.922000
7,2640,0a50543,67001,93834,26.833000
7,2640,0a50743,67001,94763,27.762000
7,2640,4a50943,67001,95671,28.670000
7,1632,801c01d,84001,111264,27.263000
7,1632,0660341,84001,112162,28.161000
7,1632,0660541,84001,113101,29.100000
7,1632,0660741,84001,114015,30.014000
7,1632,4660941,84001,114943,30.942000
7,3936,801c01c,107001,121801,14.800000
7,3936,0f60340,107001,122687,15.686000
7,3936,0f60540,107001,123521,16.520000
7,3936,0f60740,107001,124423,17.422000
7,3936,4f60940,107001,125246,18.245000
7,912,801c01d,114001,128568,14.567000
7,912,0390341,114001,129468,15.467000
7,912,0390541,114001,130395,16.394000
7,912,0390741,114001,131297,17.296000
7,912,4390941,114001,132221,18.220000
7,1584,801c01d,107001,137485,30.484000
7,1584,0630341,107001,138399,31.398000
7,1584,0630541,107001,139311,32.310000
7,1584,0630741,107001,140241,33.240000
7,1584,4630941,107001,141142,34.141000
7,240,801c01c,149001,152082,3.081000
7,240,00f0340,149001,152994,3.993000
7,240,00f0540,149001,153895,4.894000
7,240,00f0740,149001,154823,5.822000
7,240,40f0940,149001,155713,6.712000
7,4080,801c01f,146001,157870,11.869000
7,4080,0ff0343,146001,158759,12.758000
7,4080,0ff0543,146001,159684,13.683000
7,4080,0ff0743,146001,160575,14.574000
7,4080,4ff0943,146001,161497,15.496000
7,5681,801c01c,176001,191029,15.028000
7,5681,1631340,176001,191851,15.850000
7,5681,1631540,176001,192750,16.749000
7,5681,1631740,176001,193574,17.573000
7,5681,5631940,176001,194470,18.469000
7,2592,801c01c,54001,196538,142.537000
7,2592,0a20340,54001,197424,143.423000
7,2592,0a20540,54001,198258,144.257000
7,2592,0a20740,54001,199160,145.159000
7,2592,4a20940,54001,199983,145.982000
7,1104,801c01f,128001,241904,113.903000
7,1104,0450343,128001,242816,114.815000
7,1104,0450543,128001,243717,115.716000
7,1104,0450743,128001,244645,116.644000
7,1104,4450943,128001,245535,117.534000
7,288,801c01c,226001,246625,20.624000
7,288,0120340,226001,247498,21.497000
7,288,0120540,226001,248371,22.370000
7,288,0120740,226001,249260,23.259000
7,288,4120940,226001,250122,24.121000
7,2771,801c01d,163001,292595,129.594000
7,2771,0ad3341,163001,293468,130.467000
7,2771,0ad3541,163001,294420,131.419000
7,2771,0ad3741,163001,295295,132.294000
7,2771,4ad3941,163001,296244,133.243000
7,3792,801c01f,204001,331263,127.262000
7,3792,0ed0343,204001,332137,128.136000
7,3792,0ed0543,204001,332997,128.996000
7,3792,0ed0743,204001,333873,129.872000
7,3792,4ed0943,204001,334730,130.729000
7,384,801c01d,329001,336850,7.849000
7,384,0180341,329001,337697,8.696000
7,384,0180541,329001,338583,9.582000
7,384,0180741,329001,339446,10.445000
7,384,4180941,329001,340321,11.320000
7,3089,801c01f,326001,347325,21.324000
7,3089,0c11343,326001,348264,22.263000
7,3089,0c11543,326001,349149,23.148000
7,3089,0c11743,326001,350104,24.103000
7,3089,4c11943,326001,350978,24.977000
7,2579,801c01e,311001,359082,48.081000
7,2579,0a13342,311001,359955,48.954000
7,2579,0a13542,311001,360815,49.814000
7,2579,0a13742,311001,361704,50.703000
7,2579,4a13942,311001,362553,51.552000
7,672,801c01c,357001,363770,6.769000
7,672,02a0340,357001,364659,7.658000
7,672,02a0540,357001,365584,8.583000
7,672,02a0740,357001,366475,9.474000
7,672,42a0940,357001,367397,10.396000
7,1248,801c01e,125001,368500,243.499000
7,1248,04e0342,125001,369322,244.321000
7,1248,04e0542,125001,370221,245.220000
7,1248,04e0742,125001,371045,246.044000
7,1248,44e0942,125001,371941,246.940000
7,432,801c01e,289001,385112,96.111000
7,432,01b0342,289001,385998,96.997000
7,432,01b0542,289001,386832,97.831000
7,432,01b0742,289001,387734,98.733000
7,432,41b0942,289001,388557,99.556000
7,1379,801c01e,365001,444132,79.131000
7,1379,0563342,365001,444954,79.953000
7,1379,0563542,365001,445853,80.852000
7,1379,0563742,365001,446677,81.676000
7,1379,4563942,365001,447573,82.572000
7,2928,801c01e,413001,455167,42.166000
7,2928,0b70342,413001,456041,43.040000
7,2928,0b70542,413001,456901,43.900000
7,2928,0b70742,413001,457777,44.776000
7,2928,4b70942,413001,458634,45.633000
7,576,801c01e,506001,521645,15.644000
7,576,0240342,506001,522467,16.466000
7,576,0240542,506001,523366,17.365000
7,576,0240742,506001,524189,18.188000
7,576,4240942,506001,525086,19.085000
7,6000,801c01e,249001,637788,388.787000
7,6000,1770342,249001,638662,389.661000
7,6000,1770542,249001,639522,390.521000
7,6000,1770742,249001,640398,391.397000
7,6000,5770942,249001,641255,392.254000
7,528,801c01e,540001,642475,102.474000
7,528,0210342,540001,643387,103.386000
7,528,0210542,540001,644288,104.287000
7,528,0210742,540001,645216,105.215000
7,528,4210942,540001,646106,106.105000
7,4704,801c01c,646001,651203,5.202000
7,4704,1260340,646001,652076,6.075000
7,4704,1260540,646001,652949,6.948000
7,4704,1260740,646001,653838,7.837000
7,4704,5260940,646001,654700,8.699000
7,4913,801c01e,649001,663796,14.795000
7,4913,1331342,649001,664657,15.656000
7,4913,1331542,649001,665543,16.542000
7,4913,1331742,649001,666406,17.405000
7,4913,5331942,649001,667289,18.288000
7,5009,801c01c,694001,705235,11.234000
7,5009,1391340,694001,706135,12.134000
7,5009,1391540,694001,707072,13.071000
7,5009,1391740,694001,707974,13.973000
7,5009,5391940,694001,708908,14.907000
7,6288,801c01d,799001,804415,5.414000
7,6288,1890341,799001,805312,6.311000
7,6288,1890541,799001,806256,7.255000
7,6288,1890741,799001,807169,8.168000
7,6288,5890941,799001,808102,9.101000
7,3456,801c01d,281001,855653,574.652000
7,3456,0d80341,281001,856585,575.584000
7,3456,0d80541,281001,857495,576.494000
7,3456,0d80741,281001,858429,577.428000
7,3456,4d80941,281001,859336,578.335000
7,2915,801c01c,816001,888574,72.573000
7,2915,0b63340,816001,889421,73.420000
7,2915,0b63540,816001,890307,74.306000
7,2915,0b63740,816001,891170,75.169000
7,2915,4b63940,816001,892045,76.044000
7,4691,801c01c,864001,911698,47.697000
7,4691,1253340,864001,912622,48.621000
7,4691,1253540,864001,913550,49.549000
7,4691,1253740,864001,914490,50.489000
7,4691,5253940,864001,915407,51.406000
7,5856,801c01e,884001,917563,33.562000
7,5856,16e0342,884001,918479,34.478000
7,5856,16e0542,884001,919416,35.415000
7,5856,16e0742,884001,920334,36.333000
7,5856,56e0942,884001,921268,37.267000
7,768,801c01d,902001,923404,21.403000
7,768,0300341,902001,924328,22.327000
7,768,0300541,902001,925256,23.255000
7,768,0300741,902001,926196,24.195000
7,768,4300941,902001,927113,25.112000
7,4368,801c01e,548001,938815,390.814000
7,4368,1110342,548001,939743,391.742000
7,4368,1110542,548001,940654,392.653000
7,4368,1110742,548001,941598,393.597000
7,4368,5110942,548001,942498,394.497000
7,5472,801c01d,614001,944671,330.670000
7,5472,1560341,614001,945570,331.569000
7,5472,1560541,614001,946511,332.510000
7,5472,1560741,614001,947412,333.411000
7,5472,5560941,614001,948350,334.349000
7,5123,801c01e,711001,950469,239.468000
7,5123,1403342,711001,951397,240.396000
7,5123,1403542,711001,952308,241.307000
7,5123,1403742,711001,953252,242.251000
7,5123,5403942,711001,954152,243.151000
7,3264,801c01f,580001,981991,401.990000
7,3264,0cc0343,580001,982865,402.864000
