port,pkt_seq,original_event_id,tail_flit,head_inject_req_ps,head_ingress_ack_ps,tail_egress_req_ps,tail_capture_ps,per_dest_latency_ns,tmax_component_ns
0,7,7,4007941,73051,73385,79886,79986,6.501000,6.835000
0,1835,1835,472b940,130438,130764,136314,136414,5.550000,5.876000
0,2608,2608,4a30943,242162,242488,253385,253485,10.897000,11.223000
0,1117,1117,445d942,314051,314385,328623,328723,14.238000,14.572000
0,1750,1750,46d6940,378051,378385,387027,387127,8.642000,8.976000
0,2610,2610,4a32940,402051,402377,409257,409357,6.880000,7.206000
0,1409,1409,4581940,386051,386385,414811,414911,28.426000,28.760000
0,2332,2332,491c942,413051,413377,431152,431252,17.775000,18.101000
0,1831,1831,4727942,447051,447377,457400,457500,10.023000,10.349000
0,4790,4790,52b6942,475051,475377,482738,482838,7.361000,7.687000
0,3968,3968,4f80941,513050,513385,524220,524320,10.835000,11.170000
0,3495,3495,4da7943,754051,754377,760933,761033,6.556000,6.882000
0,4544,4544,51c0941,771051,771385,782654,782754,11.269000,11.603000
0,2272,2272,48e0943,775051,775385,788139,788239,12.754000,13.088000
0,3536,3536,4dd0941,804051,804385,837339,837439,32.954000,33.288000
0,3864,3864,4f18940,891051,891377,912346,912446,20.969000,21.295000
0,3893,3893,4f35943,949051,949377,962157,962257,12.780000,13.106000
0,7973,7973,5f25940,989051,989377,1002985,1003085,13.608000,13.934000
0,7012,7012,5b64942,1087481,1087815,1103147,1103247,15.332000,15.666000
0,7190,7190,5c16942,1087051,1087385,1114166,1114266,26.781000,27.115000
0,8388,8388,60c4940,1121418,1121752,1129295,1129395,7.543000,7.877000
0,6107,6107,57db943,1156051,1156385,1169609,1169709,13.224000,13.558000
0,7052,7052,5b8c943,1207051,1207385,1222336,1222436,14.951000,15.285000
0,5586,5586,55d2943,1248051,1248385,1262729,1262829,14.344000,14.678000
0,10296,10296,6838940,1392051,1392377,1407572,1407672,15.195000,15.521000
0,9609,9609,6589942,1620051,1620385,1632083,1632183,11.698000,12.032000
0,9210,9210,63fa943,1664051,1664385,1682219,1682319,17.834000,18.168000
0,8708,8708,6204943,1735051,1735377,1741943,1742043,6.566000,6.892000
0,8543,8543,615f941,1871051,1871377,1880511,1880611,9.134000,9.460000
0,6622,6622,59de940,1953051,1953385,1961652,1961752,8.267000,8.601000
1,130,130,4082940,40051,40385,55355,55455,14.970000,15.304000
1,2451,2451,4993941,122051,122385,130661,130760,8.276000,8.610000
1,2928,2928,4b70942,230051,230377,235129,235229,4.752000,5.078000
1,1005,1005,43ed942,267245,267571,276846,276946,9.275000,9.601000
1,2153,2153,4869943,275051,275385,285490,285590,10.105000,10.439000
1,1073,1073,4431943,324051,324377,339759,339859,15.382000,15.708000
1,2520,2520,49d8942,358033,358359,375075,375175,16.716000,17.042000
1,3758,3758,4eae941,373453,373779,382168,382268,8.389000,8.715000
1,3307,3307,4ceb942,388051,388385,398355,398455,9.970000,10.304000
1,2758,2758,4ac6940,483051,483385,488089,488189,4.704000,5.038000
1,3357,3357,4d1d941,497051,497385,507056,507156,9.671000,10.005000
1,1737,1737,46c9943,547051,547377,556487,556587,9.110000,9.436000
1,2692,2692,4a84942,550051,550385,561805,561905,11.420000,11.754000
1,4085,4085,4ff5940,553051,553377,567134,567234,13.757000,14.083000
1,2698,2698,4a8a940,565051,565377,573527,573627,8.150000,8.476000
1,3302,3302,4ce6940,597051,597377,610322,610422,12.945000,13.271000
1,4065,4065,4fe1941,593051,593377,615847,615947,22.470000,22.796000
1,3157,3157,4c55942,623051,623377,632505,632605,9.128000,9.454000
1,3979,3979,4f8b940,694051,694377,703493,703593,9.116000,9.442000
1,4051,4051,4fd3940,698449,698775,709000,709100,10.225000,10.551000
1,3111,3111,4c27942,722051,722385,732526,732626,10.141000,10.475000
1,5750,5750,5676940,819051,819377,825797,825897,6.420000,6.746000
1,5639,5639,5607940,830051,830385,839445,839545,9.060000,9.394000
1,4081,4081,4ff1943,899051,899385,905007,905107,5.622000,5.956000
1,8683,8683,61eb941,1051051,1051377,1061365,1061465,9.988000,10.314000
1,6162,6162,5812941,1054051,1054385,1065560,1065660,11.175000,11.509000
1,8322,8322,6082940,1103051,1103377,1116808,1116908,13.431000,13.757000
1,9002,9002,632a940,1132051,1132377,1145042,1145142,12.665000,12.991000
1,5669,5669,5625942,1193051,1193385,1201575,1201675,8.190000,8.524000
1,5250,5250,5482942,1197051,1197377,1207079,1207179,9.702000,10.028000
1,5721,5721,5659941,1240051,1240385,1247662,1247762,7.277000,7.611000
1,5318,5318,54c6942,1263051,1263385,1270730,1270830,7.345000,7.679000
1,10601,10601,6969941,1277051,1277385,1287278,1287378,9.893000,10.227000
1,7541,7541,5d75941,1357051,1357385,1362067,1362167,4.682000,5.016000
1,7780,7780,5e64942,1382051,1382385,1393188,1393288,10.803000,11.137000
1,10040,10040,6738942,1522051,1522377,1542941,1543041,20.564000,20.890000
1,8615,8615,61a7943,1601051,1601385,1628156,1628256,26.771000,27.105000
1,8531,8531,6153941,1674051,1674377,1686123,1686223,11.746000,12.072000
1,10985,10985,6ae9943,1672395,1672729,1691649,1691749,18.920000,19.254000
1,9620,9620,6594940,1779051,1779385,1784084,1784184,4.699000,5.033000
1,10746,10746,69fa943,1849051,1849377,1861103,1861203,11.726000,12.052000
1,9616,9616,6590940,2586051,2586377,2593730,2593830,7.353000,7.679000
2,483,483,41e3940,41051,41385,47033,47133,5.648000,5.982000
2,48,48,4030941,53051,53385,78553,78653,25.168000,25.502000
