port,pkt_seq,original_event_id,tail_flit,head_inject_req_ps,head_ingress_ack_ps,tail_egress_req_ps,tail_capture_ps,per_dest_latency_ns,tmax_component_ns
4,80,80,4050962,123051,123385,160076,160176,36.691000,37.025000
4,254,254,40fe962,251051,251377,379886,379986,128.509000,128.835000
4,182,182,40b6961,472051,472377,501042,501142,28.665000,28.991000
4,188,188,40bc961,529051,529377,535715,535815,6.338000,6.664000
5,80,80,4050962,123051,123385,160076,160176,36.691000,37.025000
5,254,254,40fe962,251051,251377,379886,379986,128.509000,128.835000
5,182,182,40b6961,472051,472377,501042,501142,28.665000,28.991000
5,188,188,40bc961,529051,529377,535715,535815,6.338000,6.664000
6,337,337,4151962,35051,35377,57028,57128,21.651000,21.977000
6,202,202,40ca960,30051,30385,94586,94686,64.201000,64.535000
6,13,13,400d962,86051,86385,99119,99219,12.734000,13.068000
6,80,80,4050962,123051,123385,161839,161939,38.454000,38.788000
6,118,118,4076961,60051,60385,184965,185065,124.580000,124.914000
6,262,262,4106963,279051,279377,290706,290806,11.329000,11.655000
6,70,70,4046960,194051,194377,320286,320386,125.909000,126.235000
6,205,205,40cd961,187051,187377,364570,364670,177.193000,177.519000
6,254,254,40fe962,251051,251377,379931,380031,128.554000,128.880000
6,61,61,403d961,422051,422385,495058,495158,72.673000,73.007000
6,182,182,40b6961,472051,472377,501033,501133,28.656000,28.982000
6,188,188,40bc961,529051,529377,535713,535813,6.336000,6.662000
6,217,217,40d9961,406892,407218,547360,547460,140.142000,140.468000
7,225,225,40e1962,29051,29385,35787,35887,6.402000,6.736000
7,90,90,405a961,40051,40385,48989,49089,8.604000,8.938000
7,337,337,4151962,35051,35377,57028,57128,21.651000,21.977000
7,381,381,417d962,32050,32385,71408,71508,39.023000,39.358000
7,219,219,40db960,50051,50377,77169,77269,26.792000,27.118000
7,202,202,40ca960,30051,30385,94586,94686,64.201000,64.535000
7,13,13,400d962,86051,86385,99120,99220,12.735000,13.069000
7,237,237,40ed963,66051,66385,103993,104093,37.608000,37.942000
7,327,327,4147960,82051,82385,109778,109878,27.393000,27.727000
7,336,336,4150960,90051,90385,115560,115660,25.175000,25.509000
7,147,147,4093963,118051,118377,126906,127006,8.529000,8.855000
7,390,390,4186960,92051,92377,156044,156144,63.667000,63.993000
7,80,80,4050962,123051,123385,161800,161900,38.415000,38.749000
7,123,123,407b960,143051,143385,167620,167720,24.235000,24.569000
7,99,99,4063961,85051,85385,173376,173476,87.991000,88.325000
7,118,118,4076961,60051,60385,184952,185052,124.567000,124.901000
7,0,0,4000963,147051,147385,196565,196665,49.180000,49.514000
7,306,306,4132962,197051,197385,211271,211371,13.886000,14.220000
7,162,162,40a2961,93051,93385,222722,222822,129.337000,129.671000
7,399,399,418f961,243051,243385,255369,255469,11.984000,12.318000
7,262,262,4106963,279051,279377,290682,290782,11.305000,11.631000
7,183,183,40b7962,279051,279377,314945,315045,35.568000,35.894000
7,70,70,4046960,194051,194377,320286,320386,125.909000,126.235000
7,207,207,40cf961,310051,310385,324796,324896,14.411000,14.745000
7,105,105,4069960,318051,318385,343493,343593,25.108000,25.442000
7,174,174,40ae963,173051,173385,349065,349165,175.680000,176.014000
7,81,81,4051961,166051,166385,353917,354017,187.532000,187.866000
7,210,210,40d2962,287051,287377,359713,359813,72.336000,72.662000
7,205,205,40cd961,187051,187377,364621,364721,177.244000,177.570000
7,375,375,4177962,353051,353377,369494,369594,16.117000,16.443000
7,87,87,4057963,176051,176377,374003,374103,197.626000,197.952000
7,254,254,40fe962,251051,251377,379892,379992,128.515000,128.841000
7,63,63,403f961,292051,292377,384729,384829,92.352000,92.678000
7,75,75,404b963,179051,179377,481397,481497,302.020000,302.346000
7,270,270,410e962,477051,477377,489275,489375,11.898000,12.224000
7,61,61,403d961,422051,422385,495058,495158,72.673000,73.007000
7,182,182,40b6961,472051,472377,501033,501133,28.656000,28.982000
7,297,297,4129963,493051,493377,526297,526397,32.920000,33.246000
7,188,188,40bc961,529051,529377,535674,535774,6.297000,6.623000
7,217,217,40d9961,406892,407218,547347,547447,140.129000,140.455000
7,357,357,4165962,615051,615377,627148,627248,11.771000,12.097000
7,321,321,4141961,693051,693377,705368,705468,11.991000,12.317000
7,186,186,40ba960,771051,771377,777670,777770,6.293000,6.619000
7,396,396,418c960,856051,856385,862628,862728,6.243000,6.577000
