port,pkt_seq,original_event_id,tail_flit,head_inject_req_ps,head_ingress_ack_ps,tail_egress_req_ps,tail_capture_ps,per_dest_latency_ns,tmax_component_ns
0,7,7,4007941,73051,73385,79738,79838,6.353000,6.687000
0,1835,1835,472b940,132050,132376,142265,142365,9.889000,10.215000
0,2608,2608,4a30943,239015,239341,257450,257549,18.109000,18.435000
0,1117,1117,445d942,314051,314385,335669,335769,21.284000,21.618000
0,1750,1750,46d6940,378051,378385,386590,386690,8.205000,8.539000
0,2610,2610,4a32940,402051,402377,408684,408784,6.307000,6.633000
0,1409,1409,4581940,386051,386385,426035,426135,39.650000,39.984000
0,2332,2332,491c942,413051,413377,431814,431914,18.437000,18.763000
0,1831,1831,4727942,447051,447377,455599,455699,8.222000,8.548000
0,4790,4790,52b6942,475051,475377,481652,481752,6.275000,6.601000
0,3968,3968,4f80941,513050,513385,521981,522081,8.596000,8.931000
0,3495,3495,4da7943,754051,754377,760711,760811,6.334000,6.660000
0,4544,4544,51c0941,771051,771385,779605,779705,8.220000,8.554000
0,2272,2272,48e0943,775051,775385,785147,785247,9.762000,10.096000
0,3536,3536,4dd0941,804051,804385,812980,813080,8.595000,8.929000
0,3864,3864,4f18940,891051,891377,911539,911639,20.162000,20.488000
0,3893,3893,4f35943,949051,949377,983879,983979,34.502000,34.828000
0,7973,7973,5f25940,989051,989377,1001087,1001187,11.710000,12.036000
0,7190,7190,5c16942,1087051,1087385,1099462,1099562,12.077000,12.411000
0,7012,7012,5b64942,1089062,1089396,1103993,1104093,14.597000,14.931000
0,8388,8388,60c4940,1122999,1123333,1138988,1139088,15.655000,15.989000
0,6107,6107,57db943,1156051,1156385,1170462,1170562,14.077000,14.411000
0,7052,7052,5b8c943,1207051,1207385,1216833,1216933,9.448000,9.782000
0,5586,5586,55d2943,1248051,1248385,1256797,1256897,8.412000,8.746000
0,10296,10296,6838940,1392051,1392377,1404316,1404416,11.939000,12.265000
0,9609,9609,6589942,1620051,1620385,1629668,1629768,9.283000,9.617000
0,9210,9210,63fa943,1664051,1664385,1676855,1676955,12.470000,12.804000
0,8708,8708,6204943,1735051,1735377,1741608,1741708,6.231000,6.557000
0,8543,8543,615f941,1871051,1871377,1894652,1894752,23.275000,23.601000
0,6622,6622,59de940,1953051,1953385,1961876,1961976,8.491000,8.825000
