port,pkt_seq,original_event_id,tail_flit,head_inject_req_ps,head_ingress_ack_ps,tail_egress_req_ps,tail_capture_ps,per_dest_latency_ns,tmax_component_ns
52,290,290,4122960,1177051,1177377,1185901,1186001,8.524000,8.850000
52,35,35,4023960,2469051,2469385,2481331,2481431,11.946000,12.280000
53,95,95,405f961,140051,140385,148860,148960,8.475000,8.809000
53,146,146,4092961,386044,386370,401219,401319,14.849000,15.175000
53,134,134,4086961,444051,444385,452810,452910,8.425000,8.759000
53,290,290,4122960,1177051,1177377,1185897,1185997,8.520000,8.846000
53,35,35,4023960,2469051,2469385,2481327,2481427,11.942000,12.276000
54,205,205,40cd960,130051,130384,142375,142475,11.991000,12.324000
54,95,95,405f961,140051,140385,148815,148915,8.430000,8.764000
54,184,184,40b8960,173051,173385,185297,185397,11.912000,12.246000
54,160,160,40a0960,243051,243385,255114,255214,11.729000,12.063000
54,70,70,4046961,294051,294385,302983,303083,8.598000,8.932000
54,292,292,4124960,383051,383385,395429,395529,12.044000,12.378000
54,146,146,4092961,386044,386370,401246,401346,14.876000,15.202000
54,134,134,4086961,444051,444385,452819,452919,8.434000,8.768000
54,259,259,4103963,581051,581377,593403,593503,12.026000,12.352000
54,88,88,4058963,601051,601385,609852,609952,8.467000,8.801000
54,226,226,40e2960,753051,753377,759721,759821,6.344000,6.670000
54,121,121,4079961,809051,809385,817865,817965,8.480000,8.814000
54,22,22,4016961,852051,852385,860963,861063,8.578000,8.912000
54,43,43,402b960,879051,879385,891405,891505,12.020000,12.354000
54,106,106,406a962,1010051,1010385,1026689,1026789,16.304000,16.638000
54,241,241,40f1963,1063051,1063377,1071994,1072094,8.617000,8.943000
54,232,232,40e8962,1113051,1113377,1124150,1124250,10.773000,11.099000
54,290,290,4122960,1177051,1177377,1189635,1189735,12.258000,12.584000
54,100,100,4064960,1398051,1398385,1406862,1406962,8.477000,8.811000
54,40,40,4028962,1456051,1456385,1464972,1465072,8.587000,8.921000
54,385,385,4181963,1664051,1664385,1672970,1673070,8.585000,8.919000
54,10,10,400a960,1993051,1993385,1999707,1999807,6.322000,6.656000
54,382,382,417e963,1995051,1995377,2007442,2007542,12.065000,12.391000
54,37,37,4025962,2045051,2045385,2057371,2057470,11.986000,12.320000
54,35,35,4023960,2469051,2469385,2481403,2481503,12.018000,12.352000
54,307,307,4133962,2477051,2477377,2489447,2489547,12.070000,12.396000
54,250,250,40fa962,2728051,2728385,2736853,2736953,8.468000,8.802000
54,46,46,402e961,3195051,3195385,3207425,3207525,12.040000,12.374000
54,280,280,4118962,3318051,3318385,3330437,3330537,12.052000,12.386000
54,148,148,4094960,3450051,3450377,3462391,3462491,12.014000,12.340000
54,313,313,4139962,3925051,3925385,3937432,3937532,12.047000,12.381000
54,322,322,4142962,5155051,5155377,5167395,5167495,12.018000,12.344000
55,205,205,40cd960,130051,130384,142371,142471,11.987000,12.320000
