nodes,topology,mode,traffic,offered_mflit_s_per_port,metric,value,value_unit,eligibility,source_file,source_design,source_case,source_run_id
64,PROP,Hotspot10,Hotspot10,84.11391,mean_flit_latency,11.5281396,ns,paired near-lossless latency,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,HOTSPOT10_n64_s202701_m120_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,PROP,Hotspot10,Hotspot10,121.557492,mean_flit_latency,13.441435660000002,ns,paired near-lossless latency,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,HOTSPOT10_n64_s202701_m160_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,PROP,Hotspot10,Hotspot10,151.493116,mean_flit_latency,15.72055536,ns,paired near-lossless latency,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,HOTSPOT10_n64_s202701_m200_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,PROP,Hotspot10,Hotspot10,165.484008,mean_flit_latency,17.89712854,ns,paired near-lossless latency,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,HOTSPOT10_n64_s202701_m220_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,PROP,Hotspot10,Hotspot10,172.651934,mean_flit_latency,19.42331836,ns,paired near-lossless latency,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,HOTSPOT10_n64_s202701_m240_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,PROP,Hotspot10,Hotspot10,195.01997,mean_flit_latency,22.57530096,ns,paired near-lossless latency,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,HOTSPOT10_n64_s202701_m260_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,PROP,Hotspot10,Hotspot10,224.303761,mean_flit_latency,36.10611556,ns,paired near-lossless latency,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,HOTSPOT10_n64_s202701_m320_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,PROP,Hotspot10,Hotspot10,231.618737,mean_flit_latency,28.905722859999997,ns,paired near-lossless latency,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,HOTSPOT10_n64_s202701_m300_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,PROP,Hotspot10,Hotspot10,231.756155,mean_flit_latency,40.646874679999996,ns,paired near-lossless latency,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,HOTSPOT10_n64_s202701_m340_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,PROP,Hotspot10,Hotspot10,272.212544,mean_flit_latency,49.6539077,ns,paired near-lossless latency,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,HOTSPOT10_n64_s202701_m360_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,FAT,UR (Async),UR,3.672047,mean_flit_latency,7.4423941000000005,ns,paired near-lossless latency,64/01_ur/pre_saturation_latency_accepted.csv,PFAT64,TOPO-UR_n64_s202701_m5_PFAT64_top8,20260912_195012_cmr_pfat64_rpsdel050_1248
64,FAT,UR (Async),UR,6.823978,mean_flit_latency,7.569519939999999,ns,paired near-lossless latency,64/01_ur/pre_saturation_latency_accepted.csv,PFAT64,TOPO-UR_n64_s202701_m10_PFAT64_top8,20260912_195012_cmr_pfat64_rpsdel050_1248
64,FAT,UR (Async),UR,14.846452,mean_flit_latency,7.83764884,ns,paired near-lossless latency,64/01_ur/pre_saturation_latency_accepted.csv,PFAT64,TOPO-UR_n64_s202701_m20_PFAT64_top8,20260912_195012_cmr_pfat64_rpsdel050_1248
64,FAT,UR (Async),UR,31.804674,mean_flit_latency,8.55925308,ns,paired near-lossless latency,64/01_ur/pre_saturation_latency_accepted.csv,PFAT64,TOPO-UR_n64_s202701_m40_PFAT64_top8,20260912_195012_cmr_pfat64_rpsdel050_1248
64,FAT,UR (Async),UR,44.740007,mean_flit_latency,9.42707284,ns,paired near-lossless latency,64/01_ur/pre_saturation_latency_accepted.csv,PFAT64,TOPO-UR_n64_s202701_m60_PFAT64_top8,20260912_195012_cmr_pfat64_rpsdel050_1248
64,FAT,UR (Async),UR,58.398116,mean_flit_latency,10.4118444,ns,paired near-lossless latency,64/01_ur/pre_saturation_latency_accepted.csv,PFAT64,TOPO-UR_n64_s202701_m80_PFAT64_top8,20260912_195012_cmr_pfat64_rpsdel050_1248
64,FAT,UR (Async),UR,75.731873,mean_flit_latency,12.0382757,ns,paired near-lossless latency,64/01_ur/pre_saturation_latency_accepted.csv,PFAT64,TOPO-UR_n64_s202701_m100_PFAT64_top8,20260912_195012_cmr_pfat64_rpsdel050_1248
64,FAT,UR (Async),UR,86.892448,mean_flit_latency,15.10999906,ns,paired near-lossless latency,64/01_ur/pre_saturation_latency_accepted.csv,PFAT64,TOPO-UR_n64_s202701_m120_PFAT64_top8,20260912_195012_cmr_pfat64_rpsdel050_1248
64,FAT,UR (Async),UR,102.660972,mean_flit_latency,30.9474907,ns,paired near-lossless latency,64/01_ur/pre_saturation_latency_accepted.csv,PFAT64,TOPO-UR_n64_s202701_m140_PFAT64_top8,20260912_195012_cmr_pfat64_rpsdel050_1248
64,FAT,UR (Async),UR,127.03252,mean_flit_latency,292.83505582,ns,paired near-lossless latency,64/01_ur/pre_saturation_latency_accepted.csv,PFAT64,TOPO-UR_n64_s202701_m160_PFAT64_top8,20260912_195012_cmr_pfat64_rpsdel050_1248
