nodes,experiment,paper_label,mode,x_name,x_value,metric,value,unit,eligibility,source_file,source_design,source_case,source_run_id
64,unicast64_shared_scan,FAT,UR (Async),offered_mflit_s_per_port,266.729259,delivered_throughput,124.946654,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,PFAT64,TOPO-UR_n64_s202701_m360_PFAT64_top8,20260915_080229_cmr_pfat64_rpsdel050_1248
64,unicast64_shared_scan,FAT,UR (Async),offered_mflit_s_per_port,276.646601,delivered_throughput,122.128408,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,PFAT64,TOPO-UR_n64_s202701_m380_PFAT64_top8,20260915_080229_cmr_pfat64_rpsdel050_1248
64,unicast64_shared_scan,FAT,UR (Async),offered_mflit_s_per_port,289.030707,delivered_throughput,122.814928,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,PFAT64,TOPO-UR_n64_s202701_m400_PFAT64_top8,20260915_080229_cmr_pfat64_rpsdel050_1248
64,unicast64_shared_scan,FAT,UR (Async),offered_mflit_s_per_port,3.672047,delivered_throughput,3.67168,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,PFAT64,TOPO-UR_n64_s202701_m5_PFAT64_top8,20260912_195012_cmr_pfat64_rpsdel050_1248
64,unicast64_shared_scan,FAT,UR (Async),offered_mflit_s_per_port,302.224371,delivered_throughput,120.744681,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,PFAT64,TOPO-UR_n64_s202701_m420_PFAT64_top8,20260915_080229_cmr_pfat64_rpsdel050_1248
64,unicast64_shared_scan,FAT,UR (Async),offered_mflit_s_per_port,31.804674,delivered_throughput,31.801493,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,PFAT64,TOPO-UR_n64_s202701_m40_PFAT64_top8,20260912_195012_cmr_pfat64_rpsdel050_1248
64,unicast64_shared_scan,FAT,UR (Async),offered_mflit_s_per_port,335.012864,delivered_throughput,117.44211,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,PFAT64,TOPO-UR_n64_s202701_m460_PFAT64_top8,20260915_080229_cmr_pfat64_rpsdel050_1248
64,unicast64_shared_scan,FAT,UR (Async),offered_mflit_s_per_port,346.298759,delivered_throughput,118.226396,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,PFAT64,TOPO-UR_n64_s202701_m440_PFAT64_top8,20260915_080229_cmr_pfat64_rpsdel050_1248
64,unicast64_shared_scan,FAT,UR (Async),offered_mflit_s_per_port,350.650808,delivered_throughput,115.413207,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,PFAT64,TOPO-UR_n64_s202701_m480_PFAT64_top8,20260915_080229_cmr_pfat64_rpsdel050_1248
64,unicast64_shared_scan,FAT,UR (Async),offered_mflit_s_per_port,369.910038,delivered_throughput,111.59446,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,PFAT64,TOPO-UR_n64_s202701_m500_PFAT64_top8,20260915_080229_cmr_pfat64_rpsdel050_1248
64,unicast64_shared_scan,FAT,UR (Async),offered_mflit_s_per_port,422.983216,delivered_throughput,109.231186,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,PFAT64,TOPO-UR_n64_s202701_m600_PFAT64_top8,20260915_080229_cmr_pfat64_rpsdel050_1248
64,unicast64_shared_scan,FAT,UR (Async),offered_mflit_s_per_port,44.740007,delivered_throughput,44.735533,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,PFAT64,TOPO-UR_n64_s202701_m60_PFAT64_top8,20260912_195012_cmr_pfat64_rpsdel050_1248
64,unicast64_shared_scan,FAT,UR (Async),offered_mflit_s_per_port,547.477225,delivered_throughput,97.177207,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,PFAT64,TOPO-UR_n64_s202701_m700_PFAT64_top8,20260915_080229_cmr_pfat64_rpsdel050_1248
64,unicast64_shared_scan,FAT,UR (Async),offered_mflit_s_per_port,58.398116,delivered_throughput,58.392276,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,PFAT64,TOPO-UR_n64_s202701_m80_PFAT64_top8,20260912_195012_cmr_pfat64_rpsdel050_1248
64,unicast64_shared_scan,FAT,UR (Async),offered_mflit_s_per_port,6.823978,delivered_throughput,6.823296,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,PFAT64,TOPO-UR_n64_s202701_m10_PFAT64_top8,20260912_195012_cmr_pfat64_rpsdel050_1248
64,unicast64_shared_scan,FAT,UR (Async),offered_mflit_s_per_port,604.215004,delivered_throughput,90.46307,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,PFAT64,TOPO-UR_n64_s202701_m800_PFAT64_top8,20260915_080229_cmr_pfat64_rpsdel050_1248
64,unicast64_shared_scan,FAT,UR (Async),offered_mflit_s_per_port,75.731873,delivered_throughput,75.7243,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,PFAT64,TOPO-UR_n64_s202701_m100_PFAT64_top8,20260912_195012_cmr_pfat64_rpsdel050_1248
64,unicast64_shared_scan,FAT,UR (Async),offered_mflit_s_per_port,86.892448,delivered_throughput,86.883759,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,PFAT64,TOPO-UR_n64_s202701_m120_PFAT64_top8,20260912_195012_cmr_pfat64_rpsdel050_1248
64,unicast64_shared_scan,Mesh,UR (Async),offered_mflit_s_per_port,102.660972,delivered_throughput,102.650706,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,FM64,TOPO-UR_n64_s202701_m140_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,Hotspot10,offered_mflit_s_per_port,104.417268,delivered_throughput,104.396385,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m140_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,BC,offered_mflit_s_per_port,104.865772,delivered_throughput,104.855285,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m140_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,Hotspot10,offered_mflit_s_per_port,121.557492,delivered_throughput,121.545336,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m160_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,BC,offered_mflit_s_per_port,124.74054,delivered_throughput,124.728066,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m160_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,UR (Async),offered_mflit_s_per_port,127.03252,delivered_throughput,127.019817,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,FM64,TOPO-UR_n64_s202701_m160_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,Hotspot10,offered_mflit_s_per_port,14.245988,delivered_throughput,14.244564,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m20_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,BC,offered_mflit_s_per_port,14.536506,delivered_throughput,14.535053,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m20_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,UR (Async),offered_mflit_s_per_port,14.846452,delivered_throughput,14.844967,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,FM64,TOPO-UR_n64_s202701_m20_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,Hotspot10,offered_mflit_s_per_port,141.91644,delivered_throughput,141.888056,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m180_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,UR (Async),offered_mflit_s_per_port,144.568838,delivered_throughput,144.554381,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,FM64,TOPO-UR_n64_s202701_m180_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,BC,offered_mflit_s_per_port,146.274106,delivered_throughput,146.259479,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m180_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,Hotspot10,offered_mflit_s_per_port,151.493116,delivered_throughput,151.477967,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m200_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,UR (Async),offered_mflit_s_per_port,153.607943,delivered_throughput,153.555717,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,FM64,TOPO-UR_n64_s202701_m200_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,BC,offered_mflit_s_per_port,156.688728,delivered_throughput,152.160424,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m200_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,BC,offered_mflit_s_per_port,165.169133,delivered_throughput,136.895481,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m220_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,Hotspot10,offered_mflit_s_per_port,165.484008,delivered_throughput,165.467459,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m220_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,UR (Async),offered_mflit_s_per_port,168.518119,delivered_throughput,168.484415,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,FM64,TOPO-UR_n64_s202701_m220_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,Hotspot10,offered_mflit_s_per_port,172.651934,delivered_throughput,172.634669,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m240_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,BC,offered_mflit_s_per_port,176.513782,delivered_throughput,140.533213,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m240_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,UR (Async),offered_mflit_s_per_port,177.315025,delivered_throughput,177.297293,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,FM64,TOPO-UR_n64_s202701_m240_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,Hotspot10,offered_mflit_s_per_port,195.01997,delivered_throughput,195.000468,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m260_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,BC,offered_mflit_s_per_port,196.639819,delivered_throughput,121.578467,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m280_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,Hotspot10,offered_mflit_s_per_port,197.335186,delivered_throughput,197.098383,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m280_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,BC,offered_mflit_s_per_port,198.538755,delivered_throughput,129.673602,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m260_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,UR (Async),offered_mflit_s_per_port,199.247641,delivered_throughput,199.227716,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,FM64,TOPO-UR_n64_s202701_m280_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,UR (Async),offered_mflit_s_per_port,204.141625,delivered_throughput,204.121211,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,FM64,TOPO-UR_n64_s202701_m260_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,Hotspot10,offered_mflit_s_per_port,224.303761,delivered_throughput,219.647215,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m320_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,UR (Async),offered_mflit_s_per_port,226.383657,delivered_throughput,222.376666,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,FM64,TOPO-UR_n64_s202701_m300_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,BC,offered_mflit_s_per_port,230.321344,delivered_throughput,110.895121,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m320_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,UR (Async),offered_mflit_s_per_port,230.729474,delivered_throughput,225.524217,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,FM64,TOPO-UR_n64_s202701_m340_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,Hotspot10,offered_mflit_s_per_port,231.618737,delivered_throughput,225.911651,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m300_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,Hotspot10,offered_mflit_s_per_port,231.756155,delivered_throughput,225.127929,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m340_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,UR (Async),offered_mflit_s_per_port,236.384266,delivered_throughput,228.578858,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,FM64,TOPO-UR_n64_s202701_m320_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,BC,offered_mflit_s_per_port,237.606448,delivered_throughput,110.078315,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m300_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,BC,offered_mflit_s_per_port,242.473619,delivered_throughput,105.548766,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m340_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,BC,offered_mflit_s_per_port,264.830508,delivered_throughput,98.808263,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m360_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,UR (Async),offered_mflit_s_per_port,266.729259,delivered_throughput,239.00542,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,FM64,TOPO-UR_n64_s202701_m360_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,Hotspot10,offered_mflit_s_per_port,272.212544,delivered_throughput,237.211455,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m360_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,UR (Async),offered_mflit_s_per_port,276.646601,delivered_throughput,234.087288,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,FM64,TOPO-UR_n64_s202701_m380_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,Hotspot10,offered_mflit_s_per_port,283.16419,delivered_throughput,234.765767,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m380_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,Hotspot10,offered_mflit_s_per_port,286.172161,delivered_throughput,232.045559,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m400_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,BC,offered_mflit_s_per_port,286.802496,delivered_throughput,94.054011,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m400_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,BC,offered_mflit_s_per_port,288.817006,delivered_throughput,92.201941,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m380_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,UR (Async),offered_mflit_s_per_port,289.030707,delivered_throughput,230.866167,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,FM64,TOPO-UR_n64_s202701_m400_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,BC,offered_mflit_s_per_port,29.766441,delivered_throughput,29.763464,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m40_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,Hotspot10,offered_mflit_s_per_port,3.636004,delivered_throughput,3.63564,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m5_FM64_top0_retry_csv_gate,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,BC,offered_mflit_s_per_port,3.670098,delivered_throughput,3.669731,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m5_FM64_top0_retry_csv_gate,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,UR (Async),offered_mflit_s_per_port,3.672047,delivered_throughput,3.67168,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,FM64,TOPO-UR_n64_s202701_m5_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,UR (Async),offered_mflit_s_per_port,302.224371,delivered_throughput,230.699952,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,FM64,TOPO-UR_n64_s202701_m420_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,Hotspot10,offered_mflit_s_per_port,305.892717,delivered_throughput,231.652555,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m420_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,Hotspot10,offered_mflit_s_per_port,31.702715,delivered_throughput,31.699544,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m40_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,UR (Async),offered_mflit_s_per_port,31.804674,delivered_throughput,31.801493,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,FM64,TOPO-UR_n64_s202701_m40_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,BC,offered_mflit_s_per_port,311.627443,delivered_throughput,88.246659,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m420_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,BC,offered_mflit_s_per_port,321.766886,delivered_throughput,86.941413,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m460_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,Hotspot10,offered_mflit_s_per_port,327.568134,delivered_throughput,233.523323,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m440_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,Hotspot10,offered_mflit_s_per_port,331.60017,delivered_throughput,233.824544,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m460_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,UR (Async),offered_mflit_s_per_port,335.012864,delivered_throughput,229.993032,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,FM64,TOPO-UR_n64_s202701_m460_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,BC,offered_mflit_s_per_port,336.890901,delivered_throughput,85.657881,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m440_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,Hotspot10,offered_mflit_s_per_port,345.227574,delivered_throughput,227.394498,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m500_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,UR (Async),offered_mflit_s_per_port,346.298759,delivered_throughput,230.33023,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,FM64,TOPO-UR_n64_s202701_m440_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,UR (Async),offered_mflit_s_per_port,350.650808,delivered_throughput,230.503815,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,FM64,TOPO-UR_n64_s202701_m480_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,BC,offered_mflit_s_per_port,356.409672,delivered_throughput,81.938583,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m500_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,Hotspot10,offered_mflit_s_per_port,359.691529,delivered_throughput,226.166839,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m480_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,BC,offered_mflit_s_per_port,362.865769,delivered_throughput,83.858279,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m480_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,UR (Async),offered_mflit_s_per_port,369.910038,delivered_throughput,229.137074,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,FM64,TOPO-UR_n64_s202701_m500_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,UR (Async),offered_mflit_s_per_port,422.983216,delivered_throughput,222.27768,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,FM64,TOPO-UR_n64_s202701_m600_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,Hotspot10,offered_mflit_s_per_port,439.3982,delivered_throughput,221.289722,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m600_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,BC,offered_mflit_s_per_port,44.391727,delivered_throughput,44.387288,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m60_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,UR (Async),offered_mflit_s_per_port,44.740007,delivered_throughput,44.735533,Mflit/s/port,correctness/full-drain throughput,64/01_ur/throughput_all_accepted.csv,FM64,TOPO-UR_n64_s202701_m60_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,Hotspot10,offered_mflit_s_per_port,45.934266,delivered_throughput,45.929673,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m60_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,BC,offered_mflit_s_per_port,469.783524,delivered_throughput,73.28623,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m600_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,unicast64_shared_scan,Mesh,Hotspot10,offered_mflit_s_per_port,517.041694,delivered_throughput,214.789461,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m700_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
