section,paper_label,x_value,x_unit,metric,value,physical_class,source_file,source_design,source_case,source_run_id
async_sync_throughput,Sync,276.7445979454481,Mflit/s/port,delivered_mflit_s_per_port,276.689249025859,post-synthesis MAXIMUM-SDF,64/07_sync_b8/ur_all_full_drain.csv,SYNC_PROP_temp64_B8,TOPO-UR_n64_s202701_m380_PROP_temp64_top16,
async_sync_throughput,Sync,289.1376757957069,Mflit/s/port,delivered_mflit_s_per_port,289.04515173945225,post-synthesis MAXIMUM-SDF,64/07_sync_b8/ur_all_full_drain.csv,SYNC_PROP_temp64_B8,TOPO-UR_n64_s202701_m400_PROP_temp64_top16,
async_sync_throughput,Sync,302.34133126934984,Mflit/s/port,delivered_mflit_s_per_port,302.3110971362229,post-synthesis MAXIMUM-SDF,64/07_sync_b8/ur_all_full_drain.csv,SYNC_PROP_temp64_B8,TOPO-UR_n64_s202701_m420_PROP_temp64_top16,
async_sync_throughput,Sync,335.15658515658515,Mflit/s/port,delivered_mflit_s_per_port,334.4058344058344,post-synthesis MAXIMUM-SDF,64/07_sync_b8/ur_all_full_drain.csv,SYNC_PROP_temp64_B8,TOPO-UR_n64_s202701_m460_PROP_temp64_top16,
async_sync_throughput,Sync,346.4523281596452,Mflit/s/port,delivered_mflit_s_per_port,343.00166297117516,post-synthesis MAXIMUM-SDF,64/07_sync_b8/ur_all_full_drain.csv,SYNC_PROP_temp64_B8,TOPO-UR_n64_s202701_m440_PROP_temp64_top16,
async_sync_throughput,Sync,350.8082622361922,Mflit/s/port,delivered_mflit_s_per_port,348.53502469690164,post-synthesis MAXIMUM-SDF,64/07_sync_b8/ur_all_full_drain.csv,SYNC_PROP_temp64_B8,TOPO-UR_n64_s202701_m480_PROP_temp64_top16,
async_sync_throughput,Sync,370.08526764566557,Mflit/s/port,delivered_mflit_s_per_port,353.653481762198,post-synthesis MAXIMUM-SDF,64/07_sync_b8/ur_all_full_drain.csv,SYNC_PROP_temp64_B8,TOPO-UR_n64_s202701_m500_PROP_temp64_top16,
async_sync_throughput,Sync,423.21235102925243,Mflit/s/port,delivered_mflit_s_per_port,357.3435807150596,post-synthesis MAXIMUM-SDF,64/07_sync_b8/ur_all_full_drain.csv,SYNC_PROP_temp64_B8,TOPO-UR_n64_s202701_m600_PROP_temp64_top16,
async_sync_throughput,Sync,547.8611500701262,Mflit/s/port,delivered_mflit_s_per_port,358.6079943899018,post-synthesis MAXIMUM-SDF,64/07_sync_b8/ur_all_full_drain.csv,SYNC_PROP_temp64_B8,TOPO-UR_n64_s202701_m700_PROP_temp64_top16,
async_sync_throughput,Sync,604.6826625386997,Mflit/s/port,delivered_mflit_s_per_port,337.86039086687305,post-synthesis MAXIMUM-SDF,64/07_sync_b8/ur_all_full_drain.csv,SYNC_PROP_temp64_B8,TOPO-UR_n64_s202701_m800_PROP_temp64_top16,
async_sync_latency,Async,3.672047,Mflit/s/port,mean_latency_ns,6.20785034,post-synthesis MAXIMUM-SDF,64/01_ur/pre_saturation_latency_accepted.csv,PROP_temp64,TOPO-UR_n64_s202701_m5_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
async_sync_latency,Async,6.823978,Mflit/s/port,mean_latency_ns,6.3815734,post-synthesis MAXIMUM-SDF,64/01_ur/pre_saturation_latency_accepted.csv,PROP_temp64,TOPO-UR_n64_s202701_m10_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
async_sync_latency,Async,14.846452,Mflit/s/port,mean_latency_ns,6.733243880000001,post-synthesis MAXIMUM-SDF,64/01_ur/pre_saturation_latency_accepted.csv,PROP_temp64,TOPO-UR_n64_s202701_m20_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
async_sync_latency,Async,31.804674,Mflit/s/port,mean_latency_ns,7.53988998,post-synthesis MAXIMUM-SDF,64/01_ur/pre_saturation_latency_accepted.csv,PROP_temp64,TOPO-UR_n64_s202701_m40_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
async_sync_latency,Async,44.740007,Mflit/s/port,mean_latency_ns,8.3609451,post-synthesis MAXIMUM-SDF,64/01_ur/pre_saturation_latency_accepted.csv,PROP_temp64,TOPO-UR_n64_s202701_m60_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
async_sync_latency,Async,58.398116,Mflit/s/port,mean_latency_ns,9.24290126,post-synthesis MAXIMUM-SDF,64/01_ur/pre_saturation_latency_accepted.csv,PROP_temp64,TOPO-UR_n64_s202701_m80_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
async_sync_latency,Async,75.731873,Mflit/s/port,mean_latency_ns,10.32558428,post-synthesis MAXIMUM-SDF,64/01_ur/pre_saturation_latency_accepted.csv,PROP_temp64,TOPO-UR_n64_s202701_m100_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
async_sync_latency,Async,86.892448,Mflit/s/port,mean_latency_ns,11.34338514,post-synthesis MAXIMUM-SDF,64/01_ur/pre_saturation_latency_accepted.csv,PROP_temp64,TOPO-UR_n64_s202701_m120_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
async_sync_latency,Async,102.660972,Mflit/s/port,mean_latency_ns,12.033034879999999,post-synthesis MAXIMUM-SDF,64/01_ur/pre_saturation_latency_accepted.csv,PROP_temp64,TOPO-UR_n64_s202701_m140_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
async_sync_latency,Async,127.03252,Mflit/s/port,mean_latency_ns,14.097142439999999,post-synthesis MAXIMUM-SDF,64/01_ur/pre_saturation_latency_accepted.csv,PROP_temp64,TOPO-UR_n64_s202701_m160_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
async_sync_latency,Async,144.568838,Mflit/s/port,mean_latency_ns,14.76297528,post-synthesis MAXIMUM-SDF,64/01_ur/pre_saturation_latency_accepted.csv,PROP_temp64,TOPO-UR_n64_s202701_m180_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
async_sync_latency,Async,177.315025,Mflit/s/port,mean_latency_ns,20.43886222,post-synthesis MAXIMUM-SDF,64/01_ur/pre_saturation_latency_accepted.csv,PROP_temp64,TOPO-UR_n64_s202701_m240_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
async_sync_latency,Async,199.247641,Mflit/s/port,mean_latency_ns,24.905922200000003,post-synthesis MAXIMUM-SDF,64/01_ur/pre_saturation_latency_accepted.csv,PROP_temp64,TOPO-UR_n64_s202701_m280_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
async_sync_latency,Async,204.141625,Mflit/s/port,mean_latency_ns,21.797584160000003,post-synthesis MAXIMUM-SDF,64/01_ur/pre_saturation_latency_accepted.csv,PROP_temp64,TOPO-UR_n64_s202701_m260_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
async_sync_latency,Async,226.383657,Mflit/s/port,mean_latency_ns,28.377622480000003,post-synthesis MAXIMUM-SDF,64/01_ur/pre_saturation_latency_accepted.csv,PROP_temp64,TOPO-UR_n64_s202701_m300_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
async_sync_latency,Async,230.729474,Mflit/s/port,mean_latency_ns,38.717402119999996,post-synthesis MAXIMUM-SDF,64/01_ur/pre_saturation_latency_accepted.csv,PROP_temp64,TOPO-UR_n64_s202701_m340_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
async_sync_latency,Async,236.384266,Mflit/s/port,mean_latency_ns,33.72061274,post-synthesis MAXIMUM-SDF,64/01_ur/pre_saturation_latency_accepted.csv,PROP_temp64,TOPO-UR_n64_s202701_m320_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
async_sync_latency,Async,266.729259,Mflit/s/port,mean_latency_ns,54.09876902,post-synthesis MAXIMUM-SDF,64/01_ur/pre_saturation_latency_accepted.csv,PROP_temp64,TOPO-UR_n64_s202701_m360_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
async_sync_latency,Async,302.224371,Mflit/s/port,mean_latency_ns,95.06044551999999,post-synthesis MAXIMUM-SDF,64/01_ur/pre_saturation_latency_accepted.csv,PROP_temp64,TOPO-UR_n64_s202701_m420_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
async_sync_latency,Sync,3.672064111301732,Mflit/s/port,mean_latency_ns,8.48221232,post-synthesis MAXIMUM-SDF,64/07_sync_b8/ur_pre_saturation_latency.csv,SYNC_PROP_temp64_B8,TOPO-UR_n64_s202701_m5_PROP_temp64_top16,
async_sync_latency,Sync,6.824038083591737,Mflit/s/port,mean_latency_ns,8.66694226,post-synthesis MAXIMUM-SDF,64/07_sync_b8/ur_pre_saturation_latency.csv,SYNC_PROP_temp64_B8,TOPO-UR_n64_s202701_m10_PROP_temp64_top16,
async_sync_latency,Sync,14.846734193572908,Mflit/s/port,mean_latency_ns,9.07484268,post-synthesis MAXIMUM-SDF,64/07_sync_b8/ur_pre_saturation_latency.csv,SYNC_PROP_temp64_B8,TOPO-UR_n64_s202701_m20_PROP_temp64_top16,
async_sync_latency,Sync,31.8059683263445,Mflit/s/port,mean_latency_ns,10.131322280000001,post-synthesis MAXIMUM-SDF,64/07_sync_b8/ur_pre_saturation_latency.csv,SYNC_PROP_temp64_B8,TOPO-UR_n64_s202701_m40_PROP_temp64_top16,
async_sync_latency,Sync,44.74256915411488,Mflit/s/port,mean_latency_ns,11.12736448,post-synthesis MAXIMUM-SDF,64/07_sync_b8/ur_pre_saturation_latency.csv,SYNC_PROP_temp64_B8,TOPO-UR_n64_s202701_m60_PROP_temp64_top16,
async_sync_latency,Sync,58.402481871869625,Mflit/s/port,mean_latency_ns,12.10051798,post-synthesis MAXIMUM-SDF,64/07_sync_b8/ur_pre_saturation_latency.csv,SYNC_PROP_temp64_B8,TOPO-UR_n64_s202701_m80_PROP_temp64_top16,
async_sync_latency,Sync,75.73921473582162,Mflit/s/port,mean_latency_ns,13.34951244,post-synthesis MAXIMUM-SDF,64/07_sync_b8/ur_pre_saturation_latency.csv,SYNC_PROP_temp64_B8,TOPO-UR_n64_s202701_m100_PROP_temp64_top16,
async_sync_latency,Sync,86.90211345939933,Mflit/s/port,mean_latency_ns,14.77123448,post-synthesis MAXIMUM-SDF,64/07_sync_b8/ur_pre_saturation_latency.csv,SYNC_PROP_temp64_B8,TOPO-UR_n64_s202701_m120_PROP_temp64_top16,
async_sync_latency,Sync,102.67446444999342,Mflit/s/port,mean_latency_ns,15.782633319999999,post-synthesis MAXIMUM-SDF,64/07_sync_b8/ur_pre_saturation_latency.csv,SYNC_PROP_temp64_B8,TOPO-UR_n64_s202701_m140_PROP_temp64_top16,
