nodes,topology,mode,traffic,offered_mflit_s_per_port,metric,value,value_unit,eligibility,source_file,source_design,source_case,source_run_id
64,Mesh,BC,BC,44.391727,delivered_throughput,44.387288,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m60_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,BC,BC,61.535129,delivered_throughput,61.528976,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m80_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,BC,BC,77.961281,delivered_throughput,77.953485,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m100_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,BC,BC,85.47593,delivered_throughput,85.467382,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m120_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,BC,BC,104.865772,delivered_throughput,104.855285,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m140_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,BC,BC,124.74054,delivered_throughput,124.728066,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m160_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,BC,BC,146.274106,delivered_throughput,146.259479,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m180_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,BC,BC,156.688728,delivered_throughput,152.160424,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m200_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,BC,BC,165.169133,delivered_throughput,136.895481,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m220_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,BC,BC,176.513782,delivered_throughput,140.533213,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m240_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,BC,BC,196.639819,delivered_throughput,121.578467,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m280_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,BC,BC,198.538755,delivered_throughput,129.673602,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m260_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,BC,BC,230.321344,delivered_throughput,110.895121,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m320_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
