nodes,traffic,paper_label,load_m,offered_mflit_s_per_port,delivered_mflit_s_per_port,mean_latency_ns,latency_eligible,source_file,source_design,source_case,source_run_id,latency_source_file,latency_source_design,latency_source_case,latency_source_run_id
64,BC,Mesh,20,14.536506,14.535053,10.16007948,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m20_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,64/02_benchmarks/bc_hotspot_latency_eligible.csv,FM64,TOPO-BC_n64_s202701_m20_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,BC,Mesh,40,29.766441,29.763464,10.723398840000002,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m40_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,64/02_benchmarks/bc_hotspot_latency_eligible.csv,FM64,TOPO-BC_n64_s202701_m40_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,BC,Mesh,60,44.391727,44.387288,11.41870226,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m60_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,64/02_benchmarks/bc_hotspot_latency_eligible.csv,FM64,TOPO-BC_n64_s202701_m60_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,BC,Mesh,80,61.535129,61.528976,12.328718440000001,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m80_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,64/02_benchmarks/bc_hotspot_latency_eligible.csv,FM64,TOPO-BC_n64_s202701_m80_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,BC,Mesh,100,77.961281,77.953485,13.71367382,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m100_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,64/02_benchmarks/bc_hotspot_latency_eligible.csv,FM64,TOPO-BC_n64_s202701_m100_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,BC,Mesh,120,85.47593,85.467382,15.74985714,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m120_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,64/02_benchmarks/bc_hotspot_latency_eligible.csv,FM64,TOPO-BC_n64_s202701_m120_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,BC,Mesh,140,104.865772,104.855285,19.41043494,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m140_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,64/02_benchmarks/bc_hotspot_latency_eligible.csv,FM64,TOPO-BC_n64_s202701_m140_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,BC,Mesh,160,124.74054,124.728066,30.62750906,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m160_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,64/02_benchmarks/bc_hotspot_latency_eligible.csv,FM64,TOPO-BC_n64_s202701_m160_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,BC,Mesh,180,146.274106,146.259479,73.41257832000001,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m180_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,64/02_benchmarks/bc_hotspot_latency_eligible.csv,FM64,TOPO-BC_n64_s202701_m180_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,BC,Mesh,200,156.688728,152.160424,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m200_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,,,,
64,BC,Mesh,220,165.169133,136.895481,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m220_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,,,,
64,BC,Mesh,240,176.513782,140.533213,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m240_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,,,,
64,BC,Mesh,260,198.538755,129.673602,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m260_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,,,,
64,BC,Mesh,280,196.639819,121.578467,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m280_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,,,,
64,BC,Mesh,300,237.606448,110.078315,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m300_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,,,,
64,BC,Mesh,320,230.321344,110.895121,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m320_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,,,,
64,BC,Mesh,340,242.473619,105.548766,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m340_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,,,,
64,BC,Mesh,360,264.830508,98.808263,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m360_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,,,,
64,BC,Mesh,380,288.817006,92.201941,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m380_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,,,,
64,BC,Mesh,400,286.802496,94.054011,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m400_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,,,,
64,BC,Mesh,420,311.627443,88.246659,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m420_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,,,,
64,BC,Mesh,440,336.890901,85.657881,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m440_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,,,,
64,BC,Mesh,460,321.766886,86.941413,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m460_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,,,,
64,BC,Mesh,480,362.865769,83.858279,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m480_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,,,,
64,BC,Mesh,500,356.409672,81.938583,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m500_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,,,,
64,BC,Mesh,600,469.783524,73.28623,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m600_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,,,,
64,BC,Mesh,700,538.050964,67.256371,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m700_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,,,,
64,BC,Mesh,800,618.077532,61.004252,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m800_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,,,,
64,BC,PROP,5,3.670098,3.669731,6.6334399600000005,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,TOPO-BC_n64_s202701_m5_PROP_temp64_top16_retry_csv_gate,20260913_prop_temp64_asap_uc_m5_200,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,TOPO-BC_n64_s202701_m5_PROP_temp64_top16_retry_csv_gate,20260913_prop_temp64_asap_uc_m5_200
64,BC,PROP,10,6.754712,6.754037,6.6929370200000005,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,TOPO-BC_n64_s202701_m10_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,TOPO-BC_n64_s202701_m10_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,BC,PROP,20,14.536506,14.535053,6.821520899999999,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,TOPO-BC_n64_s202701_m20_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,TOPO-BC_n64_s202701_m20_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,BC,PROP,40,29.766441,29.763464,7.123449740000001,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,TOPO-BC_n64_s202701_m40_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,TOPO-BC_n64_s202701_m40_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,BC,PROP,60,44.391727,44.387288,7.41051948,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,TOPO-BC_n64_s202701_m60_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,TOPO-BC_n64_s202701_m60_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,BC,PROP,80,61.535129,61.528976,7.60389448,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,TOPO-BC_n64_s202701_m80_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,TOPO-BC_n64_s202701_m80_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,BC,PROP,100,77.961281,77.953485,7.974478,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,TOPO-BC_n64_s202701_m100_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,TOPO-BC_n64_s202701_m100_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,BC,PROP,120,85.47593,85.467382,8.20237424,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,TOPO-BC_n64_s202701_m120_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,TOPO-BC_n64_s202701_m120_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,BC,PROP,140,104.865772,104.855285,8.65903144,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,TOPO-BC_n64_s202701_m140_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,TOPO-BC_n64_s202701_m140_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,BC,PROP,160,124.74054,124.728066,8.90691488,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,TOPO-BC_n64_s202701_m160_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,TOPO-BC_n64_s202701_m160_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,BC,PROP,180,146.274106,146.259479,9.14799216,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,TOPO-BC_n64_s202701_m180_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,TOPO-BC_n64_s202701_m180_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,BC,PROP,200,156.688728,156.663658,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,TOPO-BC_n64_s202701_m200_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,,,,
64,BC,PROP,220,165.169133,165.152616,9.75994418,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,TOPO-BC_n64_s202701_m220_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,TOPO-BC_n64_s202701_m220_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,BC,PROP,240,176.513782,176.496131,10.2538105,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,TOPO-BC_n64_s202701_m240_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,TOPO-BC_n64_s202701_m240_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,BC,PROP,260,198.538755,198.518901,10.64159188,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,TOPO-BC_n64_s202701_m260_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,TOPO-BC_n64_s202701_m260_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,BC,PROP,280,196.639819,196.620155,11.40376844,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,TOPO-BC_n64_s202701_m280_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,TOPO-BC_n64_s202701_m280_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,BC,PROP,300,237.606448,237.549422,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,TOPO-BC_n64_s202701_m300_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,,,,
64,BC,PROP,320,230.321344,230.298312,12.245890600000001,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,TOPO-BC_n64_s202701_m320_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,TOPO-BC_n64_s202701_m320_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,BC,PROP,340,242.473619,242.449372,12.77060316,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,TOPO-BC_n64_s202701_m340_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,TOPO-BC_n64_s202701_m340_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,BC,PROP,360,264.830508,264.804025,14.146987560000001,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,TOPO-BC_n64_s202701_m360_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,TOPO-BC_n64_s202701_m360_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,BC,PROP,380,288.817006,288.788124,13.987101580000001,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,TOPO-BC_n64_s202701_m380_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,TOPO-BC_n64_s202701_m380_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,BC,PROP,400,286.802496,286.745136,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,TOPO-BC_n64_s202701_m400_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,,,,
64,BC,PROP,420,311.627443,311.558885,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,TOPO-BC_n64_s202701_m420_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,,,,
64,BC,PROP,440,336.890901,336.789834,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,TOPO-BC_n64_s202701_m440_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,,,,
64,BC,PROP,460,321.766886,321.73471,27.283879040000002,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,TOPO-BC_n64_s202701_m460_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,TOPO-BC_n64_s202701_m460_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,BC,PROP,480,362.865769,362.764166,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,TOPO-BC_n64_s202701_m480_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,,,,
64,BC,PROP,500,356.409672,356.302749,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,TOPO-BC_n64_s202701_m500_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,,,,
64,BC,PROP,600,469.783524,466.86147,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,TOPO-BC_n64_s202701_m600_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,,,,
64,BC,PROP,700,538.050964,496.685606,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,TOPO-BC_n64_s202701_m700_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,,,,
64,BC,PROP,800,618.077532,506.353837,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,TOPO-BC_n64_s202701_m800_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,,,,
64,Hotspot10,Mesh,5,3.636004,3.63564,7.398556800000001,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m5_FM64_top0_retry_csv_gate,20260913_104506_cmr_fm64_rpsdel150,64/02_benchmarks/bc_hotspot_latency_eligible.csv,FM64,HOTSPOT10_n64_s202701_m5_FM64_top0_retry_csv_gate,20260913_104506_cmr_fm64_rpsdel150
64,Hotspot10,Mesh,10,6.568548,6.567891,7.4751460199999995,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m10_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,64/02_benchmarks/bc_hotspot_latency_eligible.csv,FM64,HOTSPOT10_n64_s202701_m10_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Hotspot10,Mesh,20,14.245988,14.244564,7.6117362,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m20_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,64/02_benchmarks/bc_hotspot_latency_eligible.csv,FM64,HOTSPOT10_n64_s202701_m20_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Hotspot10,Mesh,40,31.702715,31.699544,7.8934438600000005,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m40_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,64/02_benchmarks/bc_hotspot_latency_eligible.csv,FM64,HOTSPOT10_n64_s202701_m40_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Hotspot10,Mesh,60,45.934266,45.929673,8.32238736,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m60_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,64/02_benchmarks/bc_hotspot_latency_eligible.csv,FM64,HOTSPOT10_n64_s202701_m60_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Hotspot10,Mesh,80,59.701207,59.695237,8.70641288,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m80_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,64/02_benchmarks/bc_hotspot_latency_eligible.csv,FM64,HOTSPOT10_n64_s202701_m80_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Hotspot10,Mesh,100,75.768597,75.76102,9.24285924,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m100_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,64/02_benchmarks/bc_hotspot_latency_eligible.csv,FM64,HOTSPOT10_n64_s202701_m100_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Hotspot10,Mesh,120,84.11391,84.105499,9.90791718,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m120_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,64/02_benchmarks/bc_hotspot_latency_eligible.csv,FM64,HOTSPOT10_n64_s202701_m120_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Hotspot10,Mesh,140,104.417268,104.396385,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m140_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,,,,
64,Hotspot10,Mesh,160,121.557492,121.545336,11.6666514,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m160_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,64/02_benchmarks/bc_hotspot_latency_eligible.csv,FM64,HOTSPOT10_n64_s202701_m160_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Hotspot10,Mesh,180,141.91644,141.888056,13.647917860000002,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m180_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,64/02_benchmarks/bc_hotspot_latency_eligible.csv,FM64,HOTSPOT10_n64_s202701_m180_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Hotspot10,Mesh,200,151.493116,151.477967,15.7560668,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m200_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,64/02_benchmarks/bc_hotspot_latency_eligible.csv,FM64,HOTSPOT10_n64_s202701_m200_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Hotspot10,Mesh,220,165.484008,165.467459,20.37680938,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m220_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,64/02_benchmarks/bc_hotspot_latency_eligible.csv,FM64,HOTSPOT10_n64_s202701_m220_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Hotspot10,Mesh,240,172.651934,172.634669,35.07834968,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m240_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,64/02_benchmarks/bc_hotspot_latency_eligible.csv,FM64,HOTSPOT10_n64_s202701_m240_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Hotspot10,Mesh,260,195.01997,195.000468,95.42107334,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m260_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,64/02_benchmarks/bc_hotspot_latency_eligible.csv,FM64,HOTSPOT10_n64_s202701_m260_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Hotspot10,Mesh,280,197.335186,197.098383,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m280_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,,,,
64,Hotspot10,Mesh,300,231.618737,225.911651,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m300_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,,,,
64,Hotspot10,Mesh,320,224.303761,219.647215,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m320_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,,,,
64,Hotspot10,Mesh,340,231.756155,225.127929,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m340_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,,,,
64,Hotspot10,Mesh,360,272.212544,237.211455,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m360_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,,,,
64,Hotspot10,Mesh,380,283.16419,234.765767,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m380_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,,,,
64,Hotspot10,Mesh,400,286.172161,232.045559,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m400_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,,,,
64,Hotspot10,Mesh,420,305.892717,231.652555,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m420_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,,,,
64,Hotspot10,Mesh,440,327.568134,233.523323,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m440_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,,,,
64,Hotspot10,Mesh,460,331.60017,233.824544,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m460_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,,,,
64,Hotspot10,Mesh,480,359.691529,226.166839,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m480_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,,,,
64,Hotspot10,Mesh,500,345.227574,227.394498,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m500_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,,,,
64,Hotspot10,Mesh,600,439.3982,221.289722,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m600_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,,,,
64,Hotspot10,Mesh,700,517.041694,214.789461,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m700_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,,,,
64,Hotspot10,Mesh,800,603.281853,206.611969,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m800_FM64_top0,20260913_104506_cmr_fm64_rpsdel150,,,,
64,Hotspot10,PROP,5,3.636004,3.63564,6.214365679999999,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,HOTSPOT10_n64_s202701_m5_PROP_temp64_top16_retry_csv_gate,20260913_prop_temp64_asap_uc_m5_200,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,HOTSPOT10_n64_s202701_m5_PROP_temp64_top16_retry_csv_gate,20260913_prop_temp64_asap_uc_m5_200
