group,case_name,injected_packets,delivered_packets,injected_flits,delivered_flits,missing_expected_flits,unexpected_flits,timeout_hit,warmup_original_events,measurement_original_events,measurement_start_ps,measurement_end_ps,measurement_offered_flits,measurement_delivered_flits,measurement_delivered_copies,measurement_backlog_flits,offered_mflit_port_s,delivered_mflit_port_s,flit_lat_mean_ns,flit_lat_p50_ns,flit_lat_max_ns,flit_lat_p95_ns,flit_lat_p99_ns,offer_to_tail_mean_ns,offer_to_tail_p50_ns,offer_to_tail_max_ns,offer_to_tail_p95_ns,offer_to_tail_p99_ns,delivered_throughput,avg_packet_latency_ns,max_packet_latency_ns,p95_latency_ns,p99_latency_ns,pass_fail
TOPO-UR,TOPO-UR_n64_s202701_m300_FM64_top0,11000,9822,55000,55000,0,0,0,1000,10000,108001,3559001,50000,49115,9822,843,226.383657,222.376666,248.133793,106.700000,1736.618000,846.200000,1259.900000,249.722616,108.400000,1736.618000,847.700000,1260.400000,222.376666,249.722616,1736.618000,847.700000,1260.400000,PASS
