group,case_name,injected_packets,delivered_packets,injected_flits,delivered_flits,missing_expected_flits,unexpected_flits,timeout_hit,warmup_original_events,measurement_original_events,measurement_start_ps,measurement_end_ps,measurement_offered_flits,measurement_delivered_flits,measurement_delivered_copies,measurement_backlog_flits,offered_mflit_port_s,delivered_mflit_port_s,flit_lat_mean_ns,flit_lat_p50_ns,flit_lat_max_ns,flit_lat_p95_ns,flit_lat_p99_ns,offer_to_tail_mean_ns,offer_to_tail_p50_ns,offer_to_tail_max_ns,offer_to_tail_p95_ns,offer_to_tail_p99_ns,delivered_throughput,avg_packet_latency_ns,max_packet_latency_ns,p95_latency_ns,p99_latency_ns,pass_fail
TOPO-UR,TOPO-UR_n64_s202701_m500_FM64_top0,11000,6191,55000,55000,0,0,0,1000,10000,67001,2179001,50000,30972,6191,18506,369.910038,229.137074,506.066765,442.400000,1613.886000,1163.000000,1381.200000,507.421357,444.100000,1613.886000,1162.900000,1382.000000,229.137074,507.421357,1613.886000,1162.900000,1382.000000,PASS
